item_id,order_id,product_id,quantity,unit_price,line_total
I002298,O001289,P0471,1,436.64,436.64
I002299,O001289,P0050,1,581.6,581.6
I002300,O001290,P0496,2,285.69,571.38
I002301,O001290,P0156,1,96.87,96.87
I002302,O001290,P0480,1,324.37,324.37
I002303,O001291,P0078,1,263.47,263.47
I002304,O001291,P0009,1,232.66,232.66
I002305,O001291,P0437,1,98.36,98.36
I002306,O001292,P0356,2,180.38,360.76
I002307,O001292,P0119,3,90.85,272.55
I002308,O001293,P0336,1,208.85,208.85
I002309,O001294,P0200,3,238.54,715.62
I002310,O001294,P0156,1,96.87,96.87
I002311,O001294,P0229,2,19.18,38.36
I002312,O001295,P0389,1,136.66,136.66
I002313,O001295,P0037,2,82.46,164.92
I002314,O001296,P0212,1,376.73,376.73
I002315,O001296,P0053,1,420.56,420.56
I002316,O001297,P0364,1,203.91,203.91
I002317,O001298,P0155,2,233.32,466.64
I002318,O001298,P0358,3,137.53,412.59
I002319,O001299,P0135,1,28.88,28.88
I002320,O001300,P0488,1,57.74,57.74
I002321,O001301,P0376,2,162.59,325.18
I002322,O001302,P0397,1,107.58,107.58
I002323,O001303,P0124,2,219.12,438.24
I002324,O001304,P0134,1,980.8,980.8
I002325,O001304,P0180,1,772.06,772.06
I002326,O001304,P0213,1,206.84,206.84
I002327,O001305,P0419,1,193.39,193.39
I002328,O001305,P0350,1,182.58,182.58
I002329,O001305,P0340,1,203.6,203.6
I002330,O001306,P0235,1,473.2,473.2
I002331,O001306,P0168,1,56.07,56.07
I002332,O001306,P0262,3,276.61,829.83
I002333,O001307,P0457,1,341.15,341.15
I002334,O001307,P0460,2,113.15,226.3
I002335,O001307,P0371,1,154.13,154.13
I002336,O001308,P0274,1,57.38,57.38
I002337,O001308,P0006,1,221.11,221.11
I002338,O001309,P0025,1,410.99,410.99
I002339,O001309,P0205,1,248.7,248.7
I002340,O001310,P0073,1,126.73,126.73
I002341,O001311,P0464,1,684.13,684.13
I002342,O001312,P0166,1,310.56,310.56
I002343,O001312,P0097,1,14.42,14.42
I002344,O001312,P0249,1,18.94,18.94
I002345,O001313,P0229,1,19.18,19.18
I002346,O001313,P0155,1,233.32,233.32
I002347,O001313,P0455,1,1359.74,1359.74
I002348,O001313,P0451,1,50.74,50.74
I002349,O001314,P0177,1,375.35,375.35
I002350,O001315,P0354,1,298.86,298.86
I002351,O001316,P0465,1,52.79,52.79
I002352,O001317,P0180,1,772.06,772.06
I002353,O001318,P0334,1,175.34,175.34
I002354,O001319,P0345,1,79.7,79.7
I002355,O001319,P0261,1,398.42,398.42
I002356,O001319,P0378,1,99.58,99.58
I002357,O001319,P0131,1,73.03,73.03
I002358,O001320,P0275,1,109.0,109.0
I002359,O001321,P0426,1,1053.26,1053.26
I002360,O001321,P0447,1,84.98,84.98
I002361,O001322,P0015,1,124.43,124.43
I002362,O001322,P0031,3,466.07,1398.21
I002363,O001323,P0286,1,90.63,90.63
I002364,O001323,P0047,2,749.76,1499.52
I002365,O001323,P0248,2,32.77,65.54
I002366,O001324,P0012,1,677.23,677.23
I002367,O001324,P0175,1,31.14,31.14
I002368,O001325,P0465,1,52.79,52.79
I002369,O001326,P0395,3,71.75,215.25
I002370,O001326,P0271,3,34.63,103.89
I002371,O001327,P0279,1,57.89,57.89
I002372,O001328,P0005,1,44.24,44.24
I002373,O001329,P0419,1,193.39,193.39
I002374,O001330,P0021,1,225.3,225.3
I002375,O001330,P0158,1,48.62,48.62
I002376,O001331,P0164,2,87.77,175.54
I002377,O001331,P0005,1,44.24,44.24
I002378,O001331,P0279,2,57.89,115.78
I002379,O001331,P0473,1,141.14,141.14
I002380,O001332,P0451,3,50.74,152.22
I002381,O001332,P0364,1,203.91,203.91
I002382,O001332,P0104,1,20.15,20.15
I002383,O001332,P0113,2,16.96,33.92
I002384,O001333,P0379,1,58.46,58.46
I002385,O001334,P0080,1,130.19,130.19
I002386,O001335,P0487,1,44.49,44.49
I002387,O001335,P0218,1,139.49,139.49
I002388,O001336,P0245,1,32.25,32.25
I002389,O001336,P0443,1,160.92,160.92
I002390,O001336,P0257,2,363.39,726.78
I002391,O001336,P0268,1,339.84,339.84
I002392,O001337,P0201,1,785.59,785.59
I002393,O001337,P0199,1,33.34,33.34
I002394,O001337,P0288,1,62.15,62.15
I002395,O001338,P0090,2,253.19,506.38
I002396,O001338,P0313,1,1035.51,1035.51
I002397,O001339,P0492,1,1198.94,1198.94
I002398,O001339,P0364,1,203.91,203.91
I002399,O001339,P0154,1,924.95,924.95
I002400,O001340,P0216,1,256.02,256.02
I002401,O001341,P0450,1,239.93,239.93
I002402,O001341,P0200,1,238.54,238.54
I002403,O001342,P0171,1,413.86,413.86
I002404,O001343,P0443,1,160.92,160.92
I002405,O001343,P0433,2,18.48,36.96
I002406,O001344,P0445,2,265.02,530.04
I002407,O001344,P0041,1,329.03,329.03
I002408,O001344,P0177,1,399.88,399.88
I002409,O001345,P0111,2,1037.03,2074.06
I002410,O001345,P0498,1,187.22,187.22
I002411,O001346,P0330,2,526.38,1052.76
I002412,O001346,P0226,1,23.9,23.9
I002413,O001346,P0246,1,1143.11,1143.11
I002414,O001347,P0211,1,310.46,310.46
I002415,O001347,P0133,1,375.95,375.95
I002416,O001347,P0148,1,191.33,191.33
I002417,O001348,P0463,1,39.37,39.37
I002418,O001349,P0097,1,14.42,14.42
I002419,O001350,P0023,2,60.27,120.54
I002420,O001350,P0247,1,292.72,292.72
I002421,O001350,P0437,2,98.36,196.72
I002422,O001351,P0326,1,387.87,387.87
I002423,O001351,P0129,1,192.56,192.56
I002424,O001352,P0333,1,1297.6,1297.6
I002425,O001352,P0459,1,32.05,32.05
I002426,O001353,P0500,1,156.8,156.8
I002427,O001353,P0138,1,206.37,206.37
I002428,O001353,P0157,1,59.21,59.21
I002429,O001353,P0273,1,164.11,164.11
I002430,O001354,P0307,2,45.38,90.76
I002431,O001354,P0205,3,248.7,746.1
I002432,O001354,P0222,1,280.44,280.44
I002433,O001355,P0151,1,391.62,391.62
I002434,O001356,P0425,1,397.86,397.86
I002435,O001356,P0484,2,27.8,55.6
I002436,O001357,P0339,1,217.58,217.58
I002437,O001357,P0035,2,1226.6,2453.2
I002438,O001358,P0171,1,413.86,413.86
I002439,O001359,P0342,1,177.18,177.18
I002440,O001359,P0393,1,178.52,178.52
I002441,O001359,P0484,1,27.8,27.8
I002442,O001360,P0418,1,145.69,145.69
I002443,O001361,P0379,1,58.46,58.46
I002444,O001361,P0497,1,49.96,49.96
I002445,O001362,P0409,3,44.37,133.11
I002446,O001362,P0078,1,263.47,263.47
I002447,O001362,P0422,1,149.73,149.73
I002448,O001363,P0473,2,141.14,282.28
I002449,O001363,P0456,2,209.37,418.74
I002450,O001364,P0326,2,387.87,775.74
I002451,O001364,P0261,1,398.42,398.42
I002452,O001365,P0273,2,164.11,328.22
I002453,O001365,P0187,2,116.04,232.08
I002454,O001366,P0415,1,41.88,41.88
I002455,O001367,P0109,1,378.8,378.8
I002456,O001368,P0255,1,1081.13,1081.13
I002457,O001368,P0383,1,20.7,20.7
I002458,O001368,P0247,3,292.72,878.16
I002459,O001368,P0015,1,124.43,124.43
I002460,O001369,P0372,1,42.86,42.86
I002461,O001370,P0001,1,23.39,23.39
I002462,O001371,P0056,1,16.17,16.17
I002463,O001371,P0087,1,1480.59,1480.59
I002464,O001372,P0366,2,396.88,793.76
I002465,O001373,P0343,2,399.68,799.36
I002466,O001373,P0206,1,172.28,172.28
I002467,O001374,P0392,1,49.1,49.1
I002468,O001375,P0041,2,329.03,658.06
I002469,O001375,P0202,1,458.33,458.33
I002470,O001376,P0403,2,98.2,196.4
I002471,O001376,P0483,1,37.33,37.33
I002472,O001376,P0390,1,333.06,333.06
I002473,O001377,P0295,1,149.36,149.36
I002474,O001378,P0363,2,289.69,579.38
I002475,O001379,P0285,1,150.31,150.31
I002476,O001379,P0329,1,230.03,230.03
I002477,O001380,P0449,1,156.11,156.11
I002478,O001381,P0286,1,90.63,90.63
I002479,O001381,P0043,1,122.45,122.45
I002480,O001381,P0190,1,56.99,56.99
I002481,O001382,P0021,1,225.3,225.3
I002482,O001383,P0160,2,118.55,237.1
I002483,O001383,P0054,1,1014.18,1014.18
I002484,O001384,P0165,1,1428.61,1428.61
I002485,O001384,P0484,1,27.8,27.8
I002486,O001385,P0363,1,289.69,289.69
I002487,O001386,P0114,1,91.12,91.12
I002488,O001386,P0484,2,27.8,55.6
I002489,O001387,P0401,1,207.16,207.16
I002490,O001388,P0441,1,186.95,186.95
I002491,O001389,P0067,2,300.53,601.06
I002492,O001390,P0021,1,225.3,225.3
I002493,O001390,P0153,1,286.59,286.59
I002494,O001390,P0441,1,186.95,186.95
I002495,O001391,P0496,3,285.69,857.07
I002496,O001391,P0364,1,203.91,203.91
I002497,O001392,P0354,2,298.86,597.72
I002498,O001393,P0093,1,399.54,399.54
I002499,O001394,P0392,2,49.1,98.2
I002500,O001395,P0087,1,1480.59,1480.59
I002501,O001395,P0245,1,32.25,32.25
I002502,O001396,P0046,1,12.51,12.51
I002503,O001396,P0078,1,263.47,263.47
I002504,O001396,P0084,1,268.88,268.88
I002505,O001397,P0113,1,16.96,16.96
I002506,O001397,P0211,1,310.46,310.46
I002507,O001398,P0375,1,289.82,289.82
I002508,O001398,P0303,1,111.92,111.92
I002509,O001398,P0164,1,87.77,87.77
I002510,O001398,P0055,3,93.64,280.92
I002511,O001399,P0364,1,203.91,203.91
I002512,O001399,P0212,2,376.73,753.46
I002513,O001399,P0018,1,147.45,147.45
I002514,O001400,P0071,1,807.05,807.05
I002515,O001401,P0275,1,109.0,109.0
I002516,O001401,P0183,1,298.68,298.68
I002517,O001402,P0298,1,15.01,15.01
I002518,O001403,P0160,1,118.55,118.55
I002519,O001403,P0320,1,303.05,303.05
I002520,O001404,P0403,1,98.2,98.2
I002521,O001405,P0180,1,772.06,772.06
I002522,O001406,P0275,1,109.0,109.0
I002523,O001407,P0303,1,111.92,111.92
I002524,O001407,P0040,1,50.92,50.92
I002525,O001408,P0426,1,1053.26,1053.26
I002526,O001408,P0390,2,333.06,666.12
I002527,O001408,P0177,2,375.35,750.7
I002528,O001409,P0076,1,233.26,233.26
I002529,O001410,P0057,1,183.49,183.49
I002530,O001411,P0472,1,449.69,449.69
I002531,O001412,P0418,2,145.69,291.38
I002532,O001412,P0169,1,93.68,93.68
I002533,O001413,P0318,1,546.11,546.11
I002534,O001413,P0365,1,514.41,514.41
I002535,O001413,P0464,1,684.13,684.13
I002536,O001414,P0272,1,29.33,29.33
I002537,O001414,P0051,1,143.92,143.92
I002538,O001415,P0159,2,959.45,1918.9
I002539,O001415,P0465,1,52.79,52.79
I002540,O001416,P0231,1,947.9,947.9
I002541,O001417,P0293,1,121.49,121.49
I002542,O001417,P0324,2,61.61,123.22
I002543,O001418,P0219,1,163.13,163.13
I002544,O001419,P0485,2,161.66,323.32
I002545,O001420,P0123,1,197.26,197.26
I002546,O001421,P0171,2,413.86,827.72
I002547,O001422,P0280,1,71.06,71.06
I002548,O001423,P0167,1,120.95,120.95
I002549,O001423,P0416,2,113.67,227.34
I002550,O001424,P0274,2,57.38,114.76
I002551,O001425,P0323,1,787.48,787.48
I002552,O001425,P0293,1,121.49,121.49
I002553,O001426,P0057,1,183.49,183.49
I002554,O001426,P0403,1,98.2,98.2
I002555,O001426,P0215,1,378.1,378.1
I002556,O001427,P0431,1,23.15,23.15
I002557,O001428,P0070,1,49.81,49.81
I002558,O001428,P0498,1,187.22,187.22
I002559,O001428,P0496,1,285.69,285.69
I002560,O001428,P0105,1,286.77,286.77
I002561,O001429,P0254,1,25.8,25.8
I002562,O001430,P0303,1,111.92,111.92
I002563,O001430,P0134,1,980.8,980.8
I002564,O001431,P0405,1,1026.48,1026.48
I002565,O001431,P0144,1,98.03,98.03
I002566,O001431,P0184,1,71.86,71.86
I002567,O001432,P0122,1,127.23,127.23
I002568,O001432,P0228,1,48.03,48.03
I002569,O001432,P0359,1,312.92,312.92
I002570,O001433,P0071,1,848.89,848.89
I002571,O001433,P0333,1,1383.37,1383.37
I002572,O001434,P0156,1,96.87,96.87
I002573,O001435,P0095,1,32.73,32.73
I002574,O001436,P0301,1,158.13,158.13
I002575,O001436,P0206,1,172.28,172.28
I002576,O001437,P0104,1,20.15,20.15
I002577,O001437,P0013,2,58.05,116.1
I002578,O001437,P0327,1,256.64,256.64
I002579,O001438,P0405,1,1026.48,1026.48
I002580,O001439,P0101,1,171.59,171.59
I002581,O001440,P0470,1,183.92,183.92
I002582,O001440,P0119,1,90.85,90.85
I002583,O001441,P0319,1,140.12,140.12
I002584,O001442,P0081,1,284.34,284.34
I002585,O001442,P0216,1,256.02,256.02
I002586,O001442,P0041,1,329.03,329.03
I002587,O001443,P0424,1,160.18,160.18
I002588,O001443,P0270,1,43.08,43.08
I002589,O001444,P0423,1,574.45,574.45
I002590,O001445,P0458,1,62.51,62.51
I002591,O001445,P0343,1,399.68,399.68
I002592,O001445,P0196,1,66.1,66.1
I002593,O001446,P0306,1,36.86,36.86
I002594,O001447,P0017,1,48.04,48.04
I002595,O001448,P0083,1,177.96,177.96
I002596,O001449,P0303,1,111.92,111.92
I002597,O001449,P0368,1,45.54,45.54
I002598,O001449,P0091,1,987.54,987.54
I002599,O001450,P0073,1,126.73,126.73
I002600,O001450,P0294,2,219.87,439.74
I002601,O001450,P0075,2,1316.62,2633.24
I002602,O001451,P0421,1,345.41,345.41
I002603,O001452,P0303,1,111.92,111.92
I002604,O001452,P0404,2,135.13,270.26
I002605,O001453,P0091,1,987.54,987.54
I002606,O001453,P0386,1,143.7,143.7
I002607,O001453,P0336,1,208.85,208.85
I002608,O001454,P0489,1,388.59,388.59
I002609,O001455,P0363,2,289.69,579.38
I002610,O001456,P0164,1,87.77,87.77
I002611,O001456,P0387,1,1239.47,1239.47
I002612,O001456,P0215,1,378.1,378.1
I002613,O001457,P0227,3,311.57,934.71
I002614,O001458,P0273,1,164.11,164.11
I002615,O001459,P0489,1,388.59,388.59
I002616,O001460,P0232,1,135.08,135.08
I002617,O001461,P0002,1,34.83,34.83
I002618,O001462,P0178,1,54.59,54.59
I002619,O001463,P0091,1,987.54,987.54
I002620,O001464,P0320,1,303.05,303.05
I002621,O001464,P0191,1,41.26,41.26
I002622,O001465,P0196,1,66.1,66.1
I002623,O001465,P0109,1,378.8,378.8
I002624,O001465,P0439,1,328.81,328.81
I002625,O001466,P0488,1,57.74,57.74
I002626,O001466,P0333,2,1297.6,2595.2
I002627,O001467,P0208,1,10.21,10.21
I002628,O001467,P0117,1,500.73,500.73
I002629,O001468,P0306,1,36.86,36.86
I002630,O001469,P0422,1,149.73,149.73
I002631,O001470,P0116,1,404.98,404.98
I002632,O001471,P0280,1,71.06,71.06
I002633,O001471,P0318,1,546.11,546.11
I002634,O001472,P0411,3,72.69,218.07
I002635,O001473,P0467,1,12.25,12.25
I002636,O001474,P0299,1,1338.55,1338.55
I002637,O001475,P0468,1,566.11,566.11
I002638,O001476,P0307,1,45.38,45.38
I002639,O001477,P0073,1,126.73,126.73
I002640,O001478,P0045,1,503.26,503.26
I002641,O001478,P0353,1,53.77,53.77
I002642,O001478,P0318,2,546.11,1092.22
I002643,O001479,P0294,1,219.87,219.87
I002644,O001480,P0396,2,102.12,204.24
I002645,O001480,P0107,2,380.59,761.18
I002646,O001481,P0039,1,124.65,124.65
I002647,O001482,P0129,2,192.56,385.12
I002648,O001483,P0336,1,208.85,208.85
I002649,O001483,P0051,2,143.92,287.84
I002650,O001483,P0077,1,144.53,144.53
I002651,O001484,P0189,1,221.1,221.1
I002652,O001485,P0375,1,289.82,289.82
I002653,O001486,P0135,1,28.88,28.88
I002654,O001487,P0437,1,98.36,98.36
I002655,O001488,P0150,1,51.94,51.94
I002656,O001488,P0333,1,1297.6,1297.6
I002657,O001489,P0454,2,409.17,818.34
I002658,O001490,P0303,1,111.92,111.92
I002659,O001491,P0126,1,83.13,83.13
I002660,O001492,P0145,1,146.08,146.08
I002661,O001493,P0492,1,1138.21,1138.21
I002662,O001494,P0296,1,30.2,30.2
I002663,O001494,P0159,2,959.45,1918.9
I002664,O001494,P0090,1,253.19,253.19
I002665,O001495,P0267,2,123.26,246.52
I002666,O001495,P0083,1,177.96,177.96
I002667,O001496,P0277,1,190.61,190.61
I002668,O001497,P0305,1,252.76,252.76
I002669,O001498,P0105,1,286.77,286.77
I002670,O001499,P0161,2,273.12,546.24
I002671,O001499,P0304,1,20.41,20.41
I002672,O001499,P0143,1,470.59,470.59
I002673,O001499,P0072,1,792.42,792.42
I002674,O001500,P0247,1,292.72,292.72
I002675,O001501,P0425,1,397.86,397.86
I002676,O001501,P0214,1,135.66,135.66
I002677,O001502,P0447,3,84.98,254.94
I002678,O001502,P0493,1,320.24,320.24
I002679,O001502,P0418,1,145.69,145.69
I002680,O001503,P0445,1,265.02,265.02
I002681,O001504,P0255,1,1081.13,1081.13
I002682,O001504,P0203,1,1164.57,1164.57
I002683,O001505,P0112,1,457.9,457.9
I002684,O001506,P0042,3,257.76,773.28
I002685,O001506,P0460,1,113.15,113.15
I002686,O001507,P0217,1,297.79,297.79
I002687,O001507,P0018,1,147.45,147.45
I002688,O001508,P0005,3,44.24,132.72
I002689,O001509,P0357,1,91.59,91.59
I002690,O001510,P0423,1,574.45,574.45
I002691,O001511,P0151,1,391.62,391.62
I002692,O001512,P0107,2,380.59,761.18
I002693,O001512,P0392,1,49.1,49.1
I002694,O001512,P0285,1,150.31,150.31
I002695,O001512,P0117,3,539.04,1617.12
I002696,O001513,P0178,1,54.59,54.59
I002697,O001514,P0186,2,40.04,80.08
I002698,O001515,P0283,1,50.52,50.52
I002699,O001516,P0455,1,1456.8,1456.8
I002700,O001517,P0193,1,14.1,14.1
I002701,O001518,P0361,1,231.84,231.84
I002702,O001518,P0351,2,1371.76,2743.52
I002703,O001519,P0106,1,37.93,37.93
I002704,O001519,P0374,1,240.7,240.7
I002705,O001519,P0288,3,62.15,186.45
I002706,O001520,P0474,1,170.57,170.57
I002707,O001521,P0287,3,149.31,447.93
I002708,O001522,P0372,1,42.86,42.86
I002709,O001523,P0028,1,57.02,57.02
I002710,O001523,P0391,2,49.62,99.24
I002711,O001524,P0258,1,364.25,364.25
I002712,O001524,P0142,1,151.05,151.05
I002713,O001525,P0361,1,231.84,231.84
I002714,O001526,P0211,1,310.46,310.46
I002715,O001527,P0373,1,498.92,498.92
I002716,O001528,P0396,1,102.12,102.12
I002717,O001529,P0055,1,93.64,93.64
I002718,O001529,P0345,2,79.7,159.4
I002719,O001530,P0161,1,273.12,273.12
I002720,O001531,P0117,1,500.73,500.73
I002721,O001532,P0492,1,1138.21,1138.21
I002722,O001533,P0025,1,410.99,410.99
I002723,O001533,P0299,1,1419.44,1419.44
I002724,O001533,P0125,1,224.33,224.33
I002725,O001534,P0206,2,185.33,370.66
I002726,O001535,P0322,1,450.3,450.3
I002727,O001535,P0113,1,16.96,16.96
I002728,O001535,P0337,1,992.93,992.93
I002729,O001535,P0085,2,30.11,60.22
I002730,O001536,P0228,1,48.03,48.03
I002731,O001536,P0126,2,83.13,166.26
I002732,O001536,P0084,1,268.88,268.88
I002733,O001537,P0498,1,187.22,187.22
I002734,O001537,P0124,1,219.12,219.12
I002735,O001538,P0184,1,71.86,71.86
I002736,O001538,P0436,1,453.79,453.79
I002737,O001539,P0355,1,15.05,15.05
I002738,O001540,P0132,1,195.2,195.2
I002739,O001541,P0478,1,1372.06,1372.06
I002740,O001542,P0147,1,172.12,172.12
I002741,O001543,P0074,1,75.58,75.58
I002742,O001543,P0109,1,378.8,378.8
I002743,O001544,P0146,1,134.21,134.21
I002744,O001544,P0247,1,292.72,292.72
I002745,O001545,P0274,2,57.38,114.76
I002746,O001546,P0209,1,392.53,392.53
I002747,O001547,P0182,1,1089.24,1089.24
I002748,O001548,P0038,1,388.92,388.92
I002749,O001548,P0386,1,143.7,143.7
I002750,O001548,P0017,1,48.04,48.04
I002751,O001549,P0398,1,209.5,209.5
I002752,O001550,P0282,2,181.0,362.0
I002753,O001551,P0380,1,37.11,37.11
I002754,O001551,P0262,1,276.61,276.61
I002755,O001551,P0310,1,49.86,49.86
I002756,O001551,P0049,1,1196.18,1196.18
I002757,O001552,P0220,1,74.78,74.78
I002758,O001553,P0116,1,404.98,404.98
I002759,O001553,P0315,1,546.96,546.96
I002760,O001554,P0497,1,49.96,49.96
I002761,O001554,P0213,1,206.84,206.84
I002762,O001555,P0098,1,121.0,121.0
I002763,O001555,P0442,1,381.56,381.56
I002764,O001556,P0433,1,18.48,18.48
I002765,O001556,P0440,1,355.55,355.55
I002766,O001557,P0318,1,546.11,546.11
I002767,O001558,P0389,2,136.66,273.32
I002768,O001558,P0275,1,109.0,109.0
I002769,O001559,P0136,1,47.43,47.43
I002770,O001559,P0157,1,59.21,59.21
I002771,O001559,P0082,1,181.24,181.24
I002772,O001560,P0322,1,450.3,450.3
I002773,O001560,P0084,1,268.88,268.88
I002774,O001561,P0410,2,25.48,50.96
I002775,O001562,P0303,1,111.92,111.92
I002776,O001562,P0434,1,150.29,150.29
I002777,O001562,P0366,1,396.88,396.88
I002778,O001563,P0450,1,239.93,239.93
I002779,O001563,P0203,1,1164.57,1164.57
I002780,O001564,P0291,1,458.94,458.94
I002781,O001565,P0014,1,11.59,11.59
I002782,O001566,P0060,1,330.99,330.99
I002783,O001566,P0073,1,126.73,126.73
I002784,O001567,P0178,1,54.59,54.59
I002785,O001567,P0231,3,947.9,2843.7
I002786,O001568,P0212,1,376.73,376.73
I002787,O001569,P0077,1,144.53,144.53
I002788,O001569,P0485,2,161.66,323.32
I002789,O001569,P0423,1,574.45,574.45
I002790,O001570,P0436,2,453.79,907.58
I002791,O001570,P0307,1,45.38,45.38
I002792,O001571,P0039,1,124.65,124.65
I002793,O001572,P0362,1,48.59,48.59
I002794,O001573,P0102,1,119.5,119.5
I002795,O001573,P0252,2,546.01,1092.02
I002796,O001573,P0324,1,61.61,61.61
I002797,O001573,P0003,1,151.43,151.43
I002798,O001574,P0201,1,785.59,785.59
I002799,O001574,P0321,1,897.8,897.8
I002800,O001574,P0244,1,297.1,297.1
I002801,O001575,P0106,1,37.93,37.93
I002802,O001575,P0023,1,60.27,60.27
I002803,O001576,P0171,1,413.86,413.86
I002804,O001577,P0283,1,50.52,50.52
I002805,O001577,P0386,1,143.7,143.7
I002806,O001578,P0229,1,19.18,19.18
I002807,O001578,P0176,1,283.36,283.36
I002808,O001579,P0037,1,82.46,82.46
I002809,O001579,P0406,1,1252.39,1252.39
I002810,O001579,P0130,2,655.98,1311.96
I002811,O001579,P0024,3,29.52,88.56
I002812,O001580,P0014,1,11.59,11.59
I002813,O001580,P0333,2,1297.6,2595.2
I002814,O001581,P0159,1,959.45,959.45
I002815,O001581,P0053,1,420.56,420.56
I002816,O001582,P0233,2,46.78,93.56
I002817,O001582,P0474,1,170.57,170.57
I002818,O001582,P0473,1,141.14,141.14
I002819,O001583,P0484,1,27.8,27.8
I002820,O001583,P0486,1,262.61,262.61
I002821,O001584,P0048,1,55.69,55.69
I002822,O001585,P0069,1,444.24,444.24
I002823,O001586,P0290,1,210.19,210.19
I002824,O001587,P0283,2,50.52,101.04
I002825,O001587,P0038,2,388.92,777.84
I002826,O001587,P0346,1,1286.53,1286.53
I002827,O001588,P0026,1,146.77,146.77
I002828,O001588,P0215,1,378.1,378.1
I002829,O001589,P0132,2,195.2,390.4
I002830,O001589,P0370,1,313.74,313.74
I002831,O001589,P0383,2,20.7,41.4
I002832,O001590,P0420,1,269.92,269.92
I002833,O001591,P0264,1,296.9,296.9
I002834,O001592,P0207,2,1435.52,2871.04
I002835,O001592,P0296,1,30.2,30.2
I002836,O001593,P0032,2,205.49,410.98
I002837,O001594,P0088,1,18.99,18.99
I002838,O001595,P0374,3,240.7,722.1
I002839,O001595,P0275,1,109.0,109.0
I002840,O001595,P0172,1,60.25,60.25
I002841,O001596,P0113,1,16.96,16.96
I002842,O001597,P0017,2,48.04,96.08
I002843,O001597,P0148,1,191.33,191.33
I002844,O001598,P0354,1,298.86,298.86
I002845,O001599,P0416,1,113.67,113.67
I002846,O001600,P0095,1,32.73,32.73
I002847,O001601,P0313,1,1035.51,1035.51
I002848,O001602,P0249,1,18.94,18.94
I002849,O001602,P0151,1,391.62,391.62
I002850,O001603,P0470,1,183.92,183.92
I002851,O001604,P0249,1,18.94,18.94
I002852,O001604,P0258,1,364.25,364.25
I002853,O001605,P0477,3,141.84,425.52
I002854,O001605,P0350,1,182.58,182.58
I002855,O001606,P0155,2,233.32,466.64
I002856,O001607,P0270,1,43.08,43.08
I002857,O001607,P0089,1,342.99,342.99
I002858,O001608,P0149,1,156.93,156.93
I002859,O001608,P0358,1,137.53,137.53
I002860,O001609,P0154,1,860.24,860.24
I002861,O001609,P0287,1,149.31,149.31
I002862,O001610,P0243,1,86.13,86.13
I002863,O001611,P0300,1,61.13,61.13
I002864,O001611,P0361,1,231.84,231.84
I002865,O001611,P0214,2,135.66,271.32
I002866,O001611,P0447,1,84.98,84.98
I002867,O001612,P0165,3,1428.61,4285.83
I002868,O001612,P0310,1,49.86,49.86
I002869,O001613,P0224,1,359.73,359.73
I002870,O001614,P0135,1,28.88,28.88
I002871,O001614,P0451,1,50.74,50.74
I002872,O001614,P0490,1,43.01,43.01
I002873,O001615,P0392,1,49.1,49.1
I002874,O001616,P0476,1,55.12,55.12
I002875,O001617,P0060,1,330.99,330.99
I002876,O001618,P0019,1,46.32,46.32
I002877,O001619,P0103,1,217.52,217.52
I002878,O001620,P0165,3,1515.93,4547.79
I002879,O001620,P0049,1,1279.64,1279.64
I002880,O001620,P0194,1,72.49,72.49
I002881,O001621,P0172,1,60.25,60.25
I002882,O001622,P0407,1,439.88,439.88
I002883,O001622,P0448,1,110.82,110.82
I002884,O001622,P0255,2,1081.13,2162.26
I002885,O001623,P0182,2,1012.72,2025.44
I002886,O001623,P0162,1,159.25,159.25
I002887,O001624,P0076,1,233.26,233.26
I002888,O001624,P0002,2,34.83,69.66
I002889,O001625,P0215,1,378.1,378.1
I002890,O001625,P0456,1,209.37,209.37
I002891,O001626,P0208,1,10.21,10.21
I002892,O001627,P0300,1,61.13,61.13
I002893,O001627,P0229,1,19.18,19.18
I002894,O001628,P0186,1,40.04,40.04
I002895,O001629,P0278,1,998.12,998.12
I002896,O001629,P0304,3,20.41,61.23
I002897,O001629,P0324,3,61.61,184.83
I002898,O001630,P0092,2,106.86,213.72
I002899,O001631,P0423,1,574.45,574.45
I002900,O001632,P0468,1,566.11,566.11
I002901,O001633,P0489,1,388.59,388.59
I002902,O001633,P0257,1,363.39,363.39
I002903,O001634,P0169,1,93.68,93.68
I002904,O001634,P0421,1,345.41,345.41
I002905,O001635,P0277,1,190.61,190.61
I002906,O001635,P0407,3,439.88,1319.64
I002907,O001636,P0152,2,369.79,739.58
I002908,O001636,P0188,1,165.85,165.85
I002909,O001636,P0192,3,379.39,1138.17
I002910,O001637,P0485,1,161.66,161.66
I002911,O001637,P0349,1,300.45,300.45
I002912,O001638,P0247,1,292.72,292.72
I002913,O001638,P0433,1,18.48,18.48
I002914,O001639,P0163,1,117.52,117.52
I002915,O001640,P0471,1,436.64,436.64
I002916,O001640,P0038,1,388.92,388.92
I002917,O001641,P0236,2,55.17,110.34
I002918,O001641,P0222,1,280.44,280.44
I002919,O001642,P0155,1,233.32,233.32
I002920,O001642,P0257,2,363.39,726.78
I002921,O001643,P0450,1,239.93,239.93
I002922,O001643,P0294,2,219.87,439.74
I002923,O001644,P0418,1,145.69,145.69
I002924,O001644,P0288,1,62.15,62.15
I002925,O001644,P0420,1,269.92,269.92
I002926,O001645,P0062,1,43.01,43.01
I002927,O001646,P0101,1,171.59,171.59
