customer_id,name,segment,region,channel,signup_date
C01702,Customer 1702,consumer,West,web,2024-02-24
C01703,Customer 1703,consumer,South,web,2024-06-11
C01704,Customer 1704,consumer,South,store,2023-05-20
C01705,Customer 1705,consumer,East,web,2024-12-07
C01706,Customer 1706,consumer,West,referral,2024-11-28
C01707,Customer 1707,consumer,West,store,2024-04-19
C01708,Customer 1708,consumer,East,web,2024-09-28
C01709,Customer 1709,consumer,East,store,2024-06-12
C01710,Customer 1710,consumer,East,web,2024-01-24
C01711,Customer 1711,consumer,West,web,2024-05-25
C01712,Customer 1712,consumer,North,store,2024-06-21
C01713,Customer 1713,smb,West,store,2023-08-01
C01714,Customer 1714,consumer,West,web,2024-05-27
C01715,Customer 1715,consumer,East,web,2023-09-22
C01716,Customer 1716,enterprise,East,web,2023-12-09
C01717,Customer 1717,consumer,West,web,2023-02-07
C01718,Customer 1718,consumer,West,web,2023-08-21
C01719,Customer 1719,enterprise,West,web,2023-09-17
C01720,Customer 1720,consumer,South,store,2023-11-04
C01721,Customer 1721,consumer,South,referral,2024-02-07
C01722,Customer 1722,consumer,East,web,2023-09-18
C01723,Customer 1723,consumer,South,web,2024-04-20
C01724,Customer 1724,consumer,South,store,2023-04-16
C01725,Customer 1725,consumer,West,store,2023-09-04
C01726,Customer 1726,consumer,North,referral,2023-10-31
C01727,Customer 1727,consumer,South,web,2023-12-09
C01728,Customer 1728,enterprise,West,web,2024-03-22
C01729,Customer 1729,smb,West,web,2023-02-07
C01730,Customer 1730,consumer,West,store,2023-02-15
C01731,Customer 1731,consumer,West,web,2024-12-22
C01732,Customer 1732,consumer,South,web,2024-08-27
C01733,Customer 1733,consumer,East,web,2023-08-08
C01734,Customer 1734,consumer,South,web,2023-09-13
C01735,Customer 1735,consumer,South,store,2023-05-17
C01736,Customer 1736,smb,East,web,2023-08-19
C01737,Customer 1737,consumer,South,store,2024-12-14
C01738,Customer 1738,consumer,West,web,2024-07-31
C01739,Customer 1739,consumer,East,web,2023-02-07
C01740,Customer 1740,consumer,East,web,2023-06-04
C01741,Customer 1741,smb,West,web,2024-05-17
C01742,Customer 1742,smb,West,web,2023-04-15
C01743,Customer 1743,smb,North,store,2023-09-12
C01744,Customer 1744,consumer,South,store,2024-02-08
C01745,Customer 1745,consumer,West,web,2024-05-02
C01746,Customer 1746,consumer,South,web,2024-04-02
C01747,Customer 1747,consumer,South,referral,2024-06-11
C01748,Customer 1748,consumer,East,web,2024-08-13
C01749,Customer 1749,smb,West,web,2024-06-08
C01750,Customer 1750,consumer,North,web,2024-01-05
C01751,Customer 1751,consumer,East,store,2023-04-12
C01752,Customer 1752,consumer,West,web,2024-10-25
C01753,Customer 1753,consumer,East,web,2024-11-20
C01754,Customer 1754,consumer,South,web,2024-08-21
C01755,Customer 1755,enterprise,West,web,2024-08-22
C01756,Customer 1756,smb,West,web,2024-06-24
C01757,Customer 1757,enterprise,West,store,2024-05-26
C01758,Customer 1758,consumer,North,store,2024-01-24
C01759,Customer 1759,consumer,West,web,2023-12-29
C01760,Customer 1760,consumer,East,web,2024-09-03
C01761,Customer 1761,consumer,North,store,2023-04-25
C01762,Customer 1762,smb,West,store,2024-12-22
C01763,Customer 1763,consumer,North,web,2023-12-09
C01764,Customer 1764,consumer,North,web,2023-03-15
C01765,Customer 1765,consumer,North,web,2023-05-15
C01766,Customer 1766,consumer,West,web,2024-08-12
C01767,Customer 1767,smb,East,web,2024-01-15
C01768,Customer 1768,consumer,South,store,2024-05-04
C01769,Customer 1769,consumer,North,web,2023-05-05
C01770,Customer 1770,consumer,West,store,2023-02-07
C01771,Customer 1771,consumer,South,store,2023-11-06
C01772,Customer 1772,smb,East,store,2023-04-16
C01773,Customer 1773,smb,West,web,2024-07-09
C01774,Customer 1774,enterprise,East,web,2023-08-13
C01775,Customer 1775,smb,South,referral,2023-08-30
C01776,Customer 1776,consumer,East,store,2024-02-01
C01777,Customer 1777,consumer,East,store,2023-06-02
C01778,Customer 1778,consumer,North,web,2024-06-19
C01779,Customer 1779,consumer,East,web,2024-09-27
C01780,Customer 1780,smb,East,store,2024-02-06
C01781,Customer 1781,consumer,East,web,2023-05-26
C01782,Customer 1782,smb,East,web,2023-07-10
C01783,Customer 1783,consumer,South,web,2024-11-07
C01784,Customer 1784,consumer,North,web,2024-08-05
C01785,Customer 1785,consumer,East,web,2023-07-20
C01786,Customer 1786,smb,South,web,2023-01-12
C01787,Customer 1787,consumer,West,web,2023-02-21
C01788,Customer 1788,consumer,West,store,2023-10-29
C01789,Customer 1789,consumer,East,web,2023-10-27
C01790,Customer 1790,consumer,West,web,2024-06-04
C01791,Customer 1791,consumer,West,store,2023-05-20
C01792,Customer 1792,smb,East,web,2023-04-10
C01793,Customer 1793,consumer,West,web,2024-04-29
C01794,Customer 1794,consumer,West,store,2023-05-17
C01795,Customer 1795,consumer,East,referral,2024-01-01
C01796,Customer 1796,consumer,East,web,2024-06-17
C01797,Customer 1797,smb,North,web,2024-05-21
C01798,Customer 1798,consumer,East,store,2024-10-18
C01799,Customer 1799,consumer,East,web,2023-06-10
C01800,Customer 1800,consumer,North,store,2023-06-24
C01801,Customer 1801,enterprise,South,referral,2023-03-29
C01802,Customer 1802,smb,West,referral,2024-02-03
C01803,Customer 1803,consumer,West,web,2024-04-24
C01804,Customer 1804,consumer,South,web,2024-06-28
C01805,Customer 1805,consumer,East,referral,2024-04-21
C01806,Customer 1806,smb,South,web,2023-10-10
C01807,Customer 1807,consumer,South,web,2024-03-27
C01808,Customer 1808,consumer,East,store,2024-09-15
C01809,Customer 1809,consumer,North,web,2023-03-23
C01810,Customer 1810,consumer,East,web,2023-08-01
C01811,Customer 1811,consumer,West,store,2024-06-03
C01812,Customer 1812,smb,South,web,2023-05-14
C01813,Customer 1813,consumer,West,web,2024-03-22
C01814,Customer 1814,consumer,South,web,2023-04-28
C01815,Customer 1815,consumer,North,store,2024-08-18
C01816,Customer 1816,enterprise,South,web,2023-08-31
C01817,Customer 1817,consumer,East,web,2023-05-30
C01818,Customer 1818,smb,East,store,2024-06-16
C01819,Customer 1819,consumer,East,store,2024-10-07
C01820,Customer 1820,consumer,East,web,2024-01-14
C01821,Customer 1821,consumer,East,store,2024-08-30
C01822,Customer 1822,consumer,South,web,2024-06-08
C01823,Customer 1823,consumer,South,store,2024-05-27
C01824,Customer 1824,smb,West,web,2024-10-23
C01825,Customer 1825,consumer,East,web,2023-04-27
C01826,Customer 1826,consumer,South,store,2024-10-25
C01827,Customer 1827,consumer,East,web,2024-07-29
C01828,Customer 1828,enterprise,East,web,2024-10-23
C01829,Customer 1829,smb,South,web,2023-11-13
C01830,Customer 1830,consumer,South,store,2023-01-12
C01831,Customer 1831,enterprise,East,web,2023-03-31
C01832,Customer 1832,consumer,North,web,2024-01-23
C01833,Customer 1833,consumer,West,web,2023-03-24
C01834,Customer 1834,smb,North,web,2024-01-31
C01835,Customer 1835,smb,West,web,2024-06-28
C01836,Customer 1836,consumer,West,web,2024-10-22
C01837,Customer 1837,consumer,North,web,2024-10-01
C01838,Customer 1838,consumer,West,web,2023-04-10
C01839,Customer 1839,smb,South,store,2024-04-01
C01840,Customer 1840,consumer,South,store,2023-11-24
C01841,Customer 1841,consumer,North,store,2024-12-24
C01842,Customer 1842,consumer,North,web,2023-03-15
C01843,Customer 1843,consumer,West,referral,2023-04-06
C01844,Customer 1844,consumer,South,web,2023-04-02
C01845,Customer 1845,smb,West,referral,2023-11-26
C01846,Customer 1846,consumer,East,web,2023-06-24
C01847,Customer 1847,consumer,South,web,2023-11-11
C01848,Customer 1848,consumer,East,web,2024-11-17
C01849,Customer 1849,smb,East,web,2024-07-21
C01850,Customer 1850,consumer,East,store,2024-05-11
C01851,Customer 1851,consumer,East,store,2023-09-26
C01852,Customer 1852,smb,North,referral,2024-03-03
C01853,Customer 1853,smb,West,store,2023-02-04
C01854,Customer 1854,smb,East,web,2023-04-29
C01855,Customer 1855,smb,North,web,2024-01-06
C01856,Customer 1856,consumer,East,referral,2024-07-21
C01857,Customer 1857,smb,West,web,2024-03-26
C01858,Customer 1858,consumer,East,store,2023-11-05
C01859,Customer 1859,smb,East,web,2023-12-23
C01860,Customer 1860,smb,West,web,2024-01-11
C01861,Customer 1861,smb,South,referral,2023-04-15
C01862,Customer 1862,consumer,East,web,2024-01-25
C01863,Customer 1863,consumer,North,web,2023-06-25
C01864,Customer 1864,consumer,South,web,2023-04-16
C01865,Customer 1865,enterprise,South,store,2024-08-14
C01866,Customer 1866,smb,West,web,2023-06-12
C01867,Customer 1867,consumer,East,web,2023-09-24
C01868,Customer 1868,consumer,West,web,2024-07-16
C01869,Customer 1869,consumer,North,web,2023-10-06
C01870,Customer 1870,smb,West,web,2023-10-30
C01871,Customer 1871,smb,West,web,2024-08-09
C01872,Customer 1872,consumer,East,referral,2023-05-07
C01873,Customer 1873,consumer,West,referral,2023-09-03
C01874,Customer 1874,smb,West,web,2023-08-22
C01875,Customer 1875,smb,East,store,2024-10-28
C01876,Customer 1876,consumer,West,web,2024-08-07
C01877,Customer 1877,consumer,West,web,2024-03-14
C01878,Customer 1878,consumer,East,web,2023-05-17
C01879,Customer 1879,consumer,South,web,2024-07-09
C01880,Customer 1880,consumer,East,web,2023-05-29
C01881,Customer 1881,consumer,East,web,2023-02-25
C01882,Customer 1882,smb,East,store,2024-11-18
C01883,Customer 1883,consumer,East,web,2023-12-22
C01884,Customer 1884,smb,North,store,2023-09-14
C01885,Customer 1885,consumer,West,web,2023-03-04
C01886,Customer 1886,consumer,South,web,2023-03-04
C01887,Customer 1887,consumer,North,web,2023-01-29
C01888,Customer 1888,consumer,South,web,2024-07-05
C01889,Customer 1889,smb,West,store,2024-10-20
C01890,Customer 1890,enterprise,West,store,2024-08-22
C01891,Customer 1891,consumer,South,web,2024-07-21
C01892,Customer 1892,consumer,West,store,2023-10-27
C01893,Customer 1893,smb,South,referral,2024-12-05
C01894,Customer 1894,consumer,South,store,2024-09-03
C01895,Customer 1895,consumer,South,web,2023-08-03
C01896,Customer 1896,smb,West,store,2023-05-21
C01897,Customer 1897,consumer,South,web,2024-05-21
C01898,Customer 1898,consumer,South,store,2024-07-14
C01899,Customer 1899,consumer,South,web,2024-05-13
C01900,Customer 1900,smb,West,web,2024-09-18
C01901,Customer 1901,consumer,West,web,2024-05-16
C01902,Customer 1902,consumer,East,web,2024-08-09
C01903,Customer 1903,smb,West,referral,2023-07-10
C01904,Customer 1904,consumer,East,web,2024-12-11
C01905,Customer 1905,smb,North,web,2024-11-05
C01906,Customer 1906,consumer,East,referral,2024-10-12
C01907,Customer 1907,enterprise,South,web,2023-02-18
C01908,Customer 1908,consumer,West,web,2023-12-29
C01909,Customer 1909,consumer,West,web,2024-09-18
C01910,Customer 1910,consumer,West,web,2024-11-10
C01911,Customer 1911,consumer,East,web,2024-05-10
C01912,Customer 1912,smb,North,web,2023-10-04
C01913,Customer 1913,enterprise,West,store,2023-02-16
C01914,Customer 1914,consumer,East,referral,2023-08-04
C01915,Customer 1915,consumer,East,web,2023-08-18
C01916,Customer 1916,smb,North,web,2024-09-30
C01917,Customer 1917,smb,West,web,2023-11-19
C01918,Customer 1918,consumer,West,store,2024-02-25
C01919,Customer 1919,consumer,West,web,2023-08-13
C01920,Customer 1920,consumer,East,store,2024-10-23
C01921,Customer 1921,consumer,West,web,2023-10-14
C01922,Customer 1922,consumer,North,referral,2023-02-15
C01923,Customer 1923,consumer,East,web,2023-01-14
C01924,Customer 1924,consumer,East,store,2024-09-24
C01925,Customer 1925,smb,East,web,2024-01-10
C01926,Customer 1926,consumer,West,store,2024-12-03
C01927,Customer 1927,consumer,East,web,2023-11-29
C01928,Customer 1928,consumer,North,web,2023-06-15
C01929,Customer 1929,consumer,South,web,2024-05-21
C01930,Customer 1930,consumer,North,store,2023-04-27
C01931,Customer 1931,consumer,South,store,2024-09-27
C01932,Customer 1932,consumer,West,web,2024-07-19
C01933,Customer 1933,consumer,West,web,2024-03-14
C01934,Customer 1934,consumer,West,web,2023-10-31
C01935,Customer 1935,consumer,East,store,2024-04-01
C01936,Customer 1936,smb,West,store,2023-09-28
C01937,Customer 1937,consumer,East,store,2024-12-11
C01938,Customer 1938,smb,South,web,2023-08-04
C01939,Customer 1939,consumer,North,referral,2023-04-23
C01940,Customer 1940,consumer,South,store,2023-01-16
C01941,Customer 1941,consumer,North,store,2023-08-04
C01942,Customer 1942,consumer,West,web,2024-03-02
C01943,Customer 1943,smb,West,store,2023-05-15
C01944,Customer 1944,smb,South,web,2023-02-12
C01945,Customer 1945,smb,West,web,2023-10-11
C01946,Customer 1946,consumer,West,web,2023-04-08
C01947,Customer 1947,consumer,East,web,2023-03-01
C01948,Customer 1948,consumer,West,web,2023-08-18
C01949,Customer 1949,consumer,East,web,2024-10-04
C01950,Customer 1950,consumer,East,web,2024-01-20
C01951,Customer 1951,consumer,East,store,2023-06-08
C01952,Customer 1952,consumer,South,web,2024-04-15
C01953,Customer 1953,consumer,East,web,2024-08-18
C01954,Customer 1954,smb,West,web,2023-07-27
C01955,Customer 1955,enterprise,West,store,2023-06-23
C01956,Customer 1956,smb,East,store,2023-03-22
C01957,Customer 1957,consumer,South,web,2023-01-18
C01958,Customer 1958,consumer,South,referral,2024-12-08
C01959,Customer 1959,consumer,South,web,2023-10-18
C01960,Customer 1960,smb,West,referral,2023-12-26
C01961,Customer 1961,consumer,East,web,2023-10-06
C01962,Customer 1962,consumer,East,web,2024-02-01
C01963,Customer 1963,smb,East,web,2023-05-22
C01964,Customer 1964,consumer,East,web,2024-11-07
C01965,Customer 1965,consumer,East,web,2024-05-31
C01966,Customer 1966,consumer,East,store,2023-09-08
C01967,Customer 1967,consumer,South,store,2024-10-23
C01968,Customer 1968,consumer,West,web,2024-06-23
C01969,Customer 1969,consumer,South,web,2023-08-25
C01970,Customer 1970,consumer,West,web,2023-05-12
C01971,Customer 1971,consumer,West,web,2023-11-02
C01972,Customer 1972,smb,North,store,2023-12-24
C01973,Customer 1973,consumer,North,web,2023-10-12
C01974,Customer 1974,consumer,West,store,2023-10-20
C01975,Customer 1975,consumer,East,web,2023-06-12
C01976,Customer 1976,smb,West,web,2024-02-23
C01977,Customer 1977,consumer,East,web,2024-04-12
C01978,Customer 1978,consumer,South,web,2024-10-03
C01979,Customer 1979,smb,North,web,2024-07-23
C01980,Customer 1980,smb,East,store,2024-05-21
C01981,Customer 1981,consumer,East,web,2024-10-19
C01982,Customer 1982,smb,East,web,2024-04-22
C01983,Customer 1983,consumer,East,store,2023-12-28
C01984,Customer 1984,consumer,North,web,2023-11-08
C01985,Customer 1985,consumer,North,store,2024-09-25
C01986,Customer 1986,consumer,East,web,2024-12-04
C01987,Customer 1987,smb,East,web,2023-09-02
C01988,Customer 1988,consumer,West,store,2024-04-21
C01989,Customer 1989,consumer,West,store,2024-09-06
C01990,Customer 1990,smb,South,web,2024-03-11
C01991,Customer 1991,smb,East,web,2023-09-07
C01992,Customer 1992,consumer,East,store,2023-01-22
C01993,Customer 1993,consumer,East,web,2024-04-21
C01994,Customer 1994,consumer,South,web,2024-07-25
C01995,Customer 1995,smb,West,store,2024-05-25
C01996,Customer 1996,consumer,North,store,2023-12-02
C01997,Customer 1997,enterprise,North,store,2024-10-07
C01998,Customer 1998,consumer,North,store,2023-12-08
C01999,Customer 1999,consumer,East,store,2023-12-04
C02000,Customer 2000,consumer,West,store,2024-04-24
C02001,Customer 2001,consumer,East,store,2023-02-11
C02002,Customer 2002,consumer,East,web,2023-03-15
C02003,Customer 2003,smb,West,web,2023-01-22
C02004,Customer 2004,consumer,East,store,2023-08-08
C02005,Customer 2005,consumer,East,store,2023-03-20
C02006,Customer 2006,smb,North,web,2023-08-23
C02007,Customer 2007,consumer,West,web,2023-06-06
C02008,Customer 2008,smb,East,referral,2023-11-23
C02009,Customer 2009,consumer,South,web,2023-04-24
C02010,Customer 2010,consumer,South,web,2024-08-30
C02011,Customer 2011,consumer,North,store,2024-10-03
C02012,Customer 2012,consumer,South,referral,2024-09-12
C02013,Customer 2013,smb,North,store,2024-08-09
C02014,Customer 2014,consumer,East,store,2023-10-02
C02015,Customer 2015,consumer,East,web,2024-01-16
C02016,Customer 2016,consumer,West,store,2023-01-20
C02017,Customer 2017,consumer,West,web,2024-11-03
C02018,Customer 2018,smb,West,store,2023-07-28
C02019,Customer 2019,consumer,West,web,2024-08-28
C02020,Customer 2020,consumer,West,web,2024-08-16
C02021,Customer 2021,enterprise,West,web,2024-09-07
C02022,Customer 2022,consumer,West,web,2023-06-09
C02023,Customer 2023,smb,North,store,2024-07-26
C02024,Customer 2024,consumer,West,referral,2023-02-07
C02025,Customer 2025,consumer,South,store,2023-04-28
C02026,Customer 2026,consumer,West,store,2024-01-25
C02027,Customer 2027,smb,North,web,2024-11-10
C02028,Customer 2028,enterprise,North,store,2024-01-12
C02029,Customer 2029,consumer,South,store,2024-01-11
C02030,Customer 2030,consumer,South,store,2024-08-03
C02031,Customer 2031,consumer,West,web,2024-08-17
C02032,Customer 2032,consumer,North,store,2023-02-11
C02033,Customer 2033,consumer,North,store,2024-09-02
C02034,Customer 2034,enterprise,North,web,2024-04-14
C02035,Customer 2035,consumer,South,store,2024-04-02
C02036,Customer 2036,consumer,East,referral,2023-05-10
C02037,Customer 2037,consumer,North,web,2023-01-28
C02038,Customer 2038,consumer,West,store,2024-09-20
C02039,Customer 2039,consumer,East,store,2023-11-22
C02040,Customer 2040,consumer,West,store,2024-05-23
C02041,Customer 2041,smb,North,web,2024-09-10
C02042,Customer 2042,consumer,West,store,2023-11-21
C02043,Customer 2043,consumer,West,web,2023-06-09
C02044,Customer 2044,consumer,East,web,2024-05-30
C02045,Customer 2045,smb,South,store,2024-10-22
C02046,Customer 2046,smb,East,store,2023-09-11
C02047,Customer 2047,consumer,West,store,2023-09-05
C02048,Customer 2048,smb,West,web,2023-12-19
C02049,Customer 2049,consumer,South,web,2024-02-02
C02050,Customer 2050,consumer,North,referral,2024-08-04
C02051,Customer 2051,consumer,South,web,2023-07-22
C02052,Customer 2052,consumer,East,store,2023-10-29
C02053,Customer 2053,consumer,North,store,2023-05-28
C02054,Customer 2054,smb,East,store,2023-08-09
C02055,Customer 2055,smb,East,web,2024-11-28
C02056,Customer 2056,consumer,East,store,2024-07-13
C02057,Customer 2057,consumer,East,store,2023-09-20
C02058,Customer 2058,consumer,South,web,2023-10-23
C02059,Customer 2059,consumer,East,web,2023-11-11
C02060,Customer 2060,consumer,East,web,2023-10-19
C02061,Customer 2061,consumer,West,web,2024-11-14
C02062,Customer 2062,consumer,West,store,2023-01-31
C02063,Customer 2063,smb,East,store,2024-11-12
C02064,Customer 2064,consumer,West,referral,2023-02-13
C02065,Customer 2065,consumer,West,web,2024-07-08
C02066,Customer 2066,smb,South,store,2023-05-14
C02067,Customer 2067,consumer,South,web,2023-12-15
C02068,Customer 2068,consumer,South,store,2023-08-07
C02069,Customer 2069,consumer,East,store,2024-03-25
C02070,Customer 2070,consumer,North,referral,2024-05-18
C02071,Customer 2071,smb,North,store,2023-03-27
C02072,Customer 2072,consumer,South,referral,2023-09-08
C02073,Customer 2073,consumer,East,store,2023-09-22
C02074,Customer 2074,smb,East,store,2024-06-06
C02075,Customer 2075,smb,North,web,2023-03-21
C02076,Customer 2076,smb,West,store,2024-09-12
C02077,Customer 2077,consumer,West,store,2024-04-05
C02078,Customer 2078,consumer,East,web,2024-09-21
C02079,Customer 2079,enterprise,West,web,2023-09-09
C02080,Customer 2080,smb,North,store,2023-01-18
C02081,Customer 2081,consumer,East,web,2023-09-13
C02082,Customer 2082,consumer,East,web,2023-09-02
C02083,Customer 2083,consumer,South,store,2023-06-02
C02084,Customer 2084,smb,East,referral,2024-08-31
C02085,Customer 2085,consumer,West,store,2024-05-14
C02086,Customer 2086,consumer,East,web,2024-04-02
C02087,Customer 2087,consumer,South,web,2024-11-28
C02088,Customer 2088,consumer,East,web,2024-06-25
C02089,Customer 2089,smb,South,web,2023-04-25
C02090,Customer 2090,consumer,West,web,2024-03-22
C02091,Customer 2091,smb,West,referral,2023-12-19
C02092,Customer 2092,enterprise,West,web,2024-09-16
C02093,Customer 2093,consumer,East,web,2024-06-24
C02094,Customer 2094,consumer,South,web,2023-11-18
C02095,Customer 2095,consumer,South,web,2024-04-03
C02096,Customer 2096,smb,East,web,2023-08-14
C02097,Customer 2097,consumer,East,web,2023-12-27
C02098,Customer 2098,consumer,South,referral,2024-06-14
C02099,Customer 2099,smb,West,web,2023-04-22
C02100,Customer 2100,consumer,West,web,2023-07-31
C02101,Customer 2101,smb,North,web,2023-08-21
C02102,Customer 2102,consumer,East,web,2023-06-08
C02103,Customer 2103,consumer,North,web,2024-07-25
C02104,Customer 2104,consumer,East,web,2023-11-20
C02105,Customer 2105,smb,South,web,2023-04-03
C02106,Customer 2106,consumer,West,store,2023-09-05
C02107,Customer 2107,smb,West,web,2024-10-31
C02108,Customer 2108,smb,East,web,2023-05-21
C02109,Customer 2109,consumer,East,web,2024-02-08
C02110,Customer 2110,enterprise,West,web,2024-02-08
C02111,Customer 2111,consumer,West,web,2024-08-23
C02112,Customer 2112,consumer,West,web,2024-10-28
C02113,Customer 2113,consumer,South,web,2024-02-18
C02114,Customer 2114,smb,East,web,2024-03-15
C02115,Customer 2115,consumer,West,web,2023-08-21
C02116,Customer 2116,consumer,West,web,2023-07-12
C02117,Customer 2117,consumer,West,web,2023-04-09
C02118,Customer 2118,consumer,East,referral,2023-04-23
C02119,Customer 2119,consumer,West,store,2024-09-10
C02120,Customer 2120,smb,South,store,2024-06-19
C02121,Customer 2121,smb,West,store,2023-10-08
C02122,Customer 2122,consumer,West,referral,2024-12-16
C02123,Customer 2123,enterprise,North,store,2024-06-06
C02124,Customer 2124,consumer,South,store,2023-12-16
C02125,Customer 2125,enterprise,West,web,2023-11-12
C02126,Customer 2126,consumer,South,web,2024-12-17
C02127,Customer 2127,consumer,East,store,2024-05-14
C02128,Customer 2128,consumer,South,referral,2024-06-20
C02129,Customer 2129,smb,East,web,2024-10-13
C02130,Customer 2130,consumer,South,store,2024-09-26
C02131,Customer 2131,consumer,North,web,2024-03-11
C02132,Customer 2132,consumer,West,web,2024-06-06
C02133,Customer 2133,consumer,East,web,2024-08-15
C02134,Customer 2134,consumer,East,web,2024-03-19
C02135,Customer 2135,smb,West,web,2024-09-12
C02136,Customer 2136,smb,West,store,2023-07-27
C02137,Customer 2137,consumer,West,store,2023-10-03
C02138,Customer 2138,smb,East,store,2024-05-11
C02139,Customer 2139,consumer,East,web,2023-10-24
C02140,Customer 2140,smb,East,store,2024-01-09
C02141,Customer 2141,smb,West,web,2024-07-28
C02142,Customer 2142,consumer,East,web,2023-07-03
C02143,Customer 2143,smb,North,store,2023-02-01
C02144,Customer 2144,consumer,East,web,2023-10-10
C02145,Customer 2145,consumer,East,web,2024-03-07
C02146,Customer 2146,smb,South,web,2024-06-02
C02147,Customer 2147,consumer,South,store,2024-11-16
C02148,Customer 2148,consumer,East,web,2024-04-06
C02149,Customer 2149,consumer,North,store,2024-01-03
C02150,Customer 2150,smb,East,store,2024-10-19
C02151,Customer 2151,consumer,North,store,2023-09-09
C02152,Customer 2152,consumer,West,store,2023-06-15
C02153,Customer 2153,smb,West,web,2024-09-06
C02154,Customer 2154,smb,West,web,2024-12-05
C02155,Customer 2155,consumer,South,web,2024-06-12
C02156,Customer 2156,consumer,East,web,2024-08-24
C02157,Customer 2157,consumer,West,store,2024-01-06
C02158,Customer 2158,consumer,West,web,2024-08-20
C02159,Customer 2159,consumer,North,web,2023-04-13
C02160,Customer 2160,smb,South,store,2024-08-16
C02161,Customer 2161,consumer,East,store,2023-05-06
C02162,Customer 2162,consumer,East,store,2023-02-07
C02163,Customer 2163,consumer,East,store,2023-12-14
C02164,Customer 2164,smb,East,store,2023-08-01
C02165,Customer 2165,consumer,North,store,2023-11-15
C02166,Customer 2166,enterprise,West,web,2024-03-01
C02167,Customer 2167,consumer,East,referral,2023-09-04
C02168,Customer 2168,consumer,East,web,2024-10-09
C02169,Customer 2169,consumer,East,web,2023-10-13
C02170,Customer 2170,consumer,East,web,2023-08-19
C02171,Customer 2171,consumer,East,store,2023-11-16
C02172,Customer 2172,consumer,West,referral,2024-05-26
C02173,Customer 2173,consumer,East,web,2024-06-04
C02174,Customer 2174,smb,West,web,2023-08-13
C02175,Customer 2175,consumer,West,store,2024-05-20
C02176,Customer 2176,smb,West,referral,2023-04-17
C02177,Customer 2177,consumer,South,web,2024-11-29
C02178,Customer 2178,consumer,East,web,2024-08-29
C02179,Customer 2179,consumer,East,store,2024-12-07
C02180,Customer 2180,consumer,South,web,2023-11-27
C02181,Customer 2181,consumer,South,store,2023-01-05
C02182,Customer 2182,consumer,East,web,2024-04-12
C02183,Customer 2183,consumer,East,web,2024-05-30
C02184,Customer 2184,consumer,East,web,2023-06-12
C02185,Customer 2185,consumer,East,web,2024-10-14
C02186,Customer 2186,smb,East,web,2024-06-14
C02187,Customer 2187,smb,South,web,2023-03-23
C02188,Customer 2188,smb,North,store,2024-04-25
C02189,Customer 2189,smb,West,web,2024-05-30
C02190,Customer 2190,consumer,West,referral,2024-10-01
C02191,Customer 2191,consumer,East,web,2023-07-06
C02192,Customer 2192,smb,East,store,2023-05-26
C02193,Customer 2193,consumer,West,web,2023-06-01
C02194,Customer 2194,consumer,North,web,2023-12-29
C02195,Customer 2195,consumer,West,web,2023-04-03
C02196,Customer 2196,consumer,North,web,2023-01-31
C02197,Customer 2197,consumer,South,store,2024-06-23
C02198,Customer 2198,smb,South,store,2024-10-10
C02199,Customer 2199,consumer,West,store,2024-08-24
C02200,Customer 2200,consumer,West,web,2023-02-18
C02201,Customer 2201,enterprise,East,store,2023-09-15
C02202,Customer 2202,consumer,West,store,2024-06-01
C02203,Customer 2203,consumer,East,referral,2024-06-24
C02204,Customer 2204,consumer,East,store,2024-02-14
C02205,Customer 2205,smb,West,web,2023-06-05
C02206,Customer 2206,smb,West,web,2024-06-29
C02207,Customer 2207,consumer,South,web,2024-03-15
C02208,Customer 2208,smb,West,store,2023-08-25
C02209,Customer 2209,consumer,West,web,2024-10-11
C02210,Customer 2210,smb,East,store,2024-01-03
C02211,Customer 2211,smb,North,web,2023-02-26
C02212,Customer 2212,smb,East,web,2023-06-24
C02213,Customer 2213,consumer,West,web,2023-08-02
C02214,Customer 2214,enterprise,East,web,2023-01-27
C02215,Customer 2215,smb,North,store,2023-04-29
C02216,Customer 2216,consumer,South,web,2023-05-27
C02217,Customer 2217,smb,East,store,2023-09-22
C02218,Customer 2218,consumer,East,web,2024-02-07
C02219,Customer 2219,smb,East,web,2023-09-15
C02220,Customer 2220,consumer,West,store,2023-07-08
C02221,Customer 2221,smb,South,web,2024-05-13
C02222,Customer 2222,consumer,South,store,2024-12-10
C02223,Customer 2223,consumer,North,store,2023-08-27
C02224,Customer 2224,consumer,West,store,2023-11-23
C02225,Customer 2225,consumer,West,web,2023-03-11
C02226,Customer 2226,consumer,East,web,2024-12-05
C02227,Customer 2227,consumer,South,store,2023-01-25
C02228,Customer 2228,consumer,South,store,2024-08-04
C02229,Customer 2229,consumer,West,store,2023-06-05
C02230,Customer 2230,consumer,West,web,2024-10-19
C02231,Customer 2231,smb,East,web,2023-08-07
C02232,Customer 2232,consumer,East,web,2024-07-14
C02233,Customer 2233,smb,North,store,2024-01-14
C02234,Customer 2234,smb,East,web,2023-07-13
C02235,Customer 2235,consumer,South,web,2023-02-09
C02236,Customer 2236,consumer,East,store,2024-08-19
C02237,Customer 2237,smb,South,web,2023-12-09
C02238,Customer 2238,consumer,East,web,2024-05-17
C02239,Customer 2239,consumer,South,web,2024-03-25
C02240,Customer 2240,consumer,West,web,2023-12-02
C02241,Customer 2241,smb,East,web,2023-01-04
