return_id,order_id,product_id,return_date,reason
R00582,O006219,P0300,2023-07-03,changed_mind
R00583,O006275,P0263,2023-05-21,defective
R00584,O006280,P0321,2023-03-10,not_as_described
R00585,O006282,P0278,2023-08-18,defective
R00586,O006291,P0378,2023-05-06,changed_mind
R00587,O006293,P0086,2024-08-23,defective
R00588,O006294,P0162,2024-01-18,not_as_described
R00589,O006302,P0059,2024-02-17,not_as_described
R00590,O006308,P0317,2025-01-01,damaged
R00591,O006321,P0071,2023-08-30,not_as_described
R00592,O006338,P0230,2024-01-06,changed_mind
R00593,O006339,P0113,2024-01-21,damaged
R00594,O006343,P0078,2024-10-08,not_as_described
R00595,O006354,P0044,2024-03-20,changed_mind
R00596,O006357,P0243,2023-09-27,changed_mind
R00597,O006381,P0140,2024-01-11,changed_mind
R00598,O006416,P0440,2023-07-07,damaged
R00599,O006416,P0484,2023-07-08,changed_mind
R00600,O006433,P0326,2024-10-06,changed_mind
R00601,O006435,P0352,2024-12-28,changed_mind
R00602,O006442,P0151,2024-04-24,damaged
R00603,O006445,P0159,2023-01-22,defective
R00604,O006452,P0407,2024-06-18,changed_mind
R00605,O006453,P0469,2024-11-13,damaged
R00606,O006470,P0308,2024-06-07,not_as_described
R00607,O006481,P0349,2024-11-13,defective
R00608,O006503,P0264,2023-11-16,damaged
R00609,O006507,P0294,2024-06-30,changed_mind
R00610,O006527,P0193,2024-02-17,defective
R00611,O006554,P0363,2024-02-01,not_as_described
R00612,O006557,P0467,2023-07-05,wrong_item
R00613,O006579,P0004,2024-12-13,damaged
R00614,O006585,P0024,2024-02-10,not_as_described
R00615,O006625,P0230,2024-06-01,wrong_item
R00616,O006639,P0319,2024-10-14,damaged
R00617,O006651,P0262,2024-01-05,not_as_described
R00618,O006653,P0327,2024-12-13,damaged
R00619,O006654,P0315,2023-09-27,damaged
R00620,O006658,P0258,2023-11-04,wrong_item
R00621,O006700,P0499,2023-08-11,wrong_item
R00622,O006713,P0067,2024-10-11,changed_mind
R00623,O006717,P0096,2024-04-23,wrong_item
R00624,O006729,P0327,2024-12-30,changed_mind
R00625,O006737,P0330,2023-06-28,wrong_item
R00626,O006744,P0359,2024-11-18,wrong_item
R00627,O006744,P0459,2024-11-12,changed_mind
R00628,O006759,P0464,2024-04-14,changed_mind
R00629,O006783,P0168,2024-06-18,not_as_described
R00630,O006790,P0447,2023-08-15,defective
R00631,O006791,P0240,2024-11-19,wrong_item
R00632,O006796,P0004,2024-01-28,not_as_described
R00633,O006798,P0138,2023-05-16,damaged
R00634,O006811,P0348,2023-11-05,not_as_described
R00635,O006819,P0098,2024-10-28,wrong_item
R00636,O006844,P0092,2023-02-22,wrong_item
R00637,O006862,P0018,2023-02-02,changed_mind
R00638,O006870,P0481,2024-06-16,changed_mind
R00639,O006881,P0176,2024-03-18,not_as_described
R00640,O006895,P0239,2024-07-11,not_as_described
R00641,O006907,P0229,2024-11-07,changed_mind
R00642,O006917,P0338,2023-10-02,defective
R00643,O006934,P0337,2023-05-16,changed_mind
R00644,O006934,P0452,2023-05-06,wrong_item
R00645,O006941,P0262,2024-01-04,wrong_item
R00646,O006951,P0068,2023-05-24,damaged
R00647,O006957,P0249,2023-04-27,not_as_described
R00648,O006971,P0110,2023-05-23,defective
R00649,O006987,P0120,2023-07-25,wrong_item
R00650,O006989,P0204,2023-06-20,not_as_described
R00651,O007011,P0351,2025-01-05,damaged
R00652,O007021,P0469,2024-11-22,changed_mind
R00653,O007024,P0320,2024-10-16,damaged
R00654,O007029,P0439,2024-05-27,defective
R00655,O007041,P0204,2024-06-24,damaged
R00656,O007042,P0092,2023-07-10,not_as_described
R00657,O007047,P0230,2023-02-11,defective
R00658,O007051,P0356,2023-04-29,defective
R00659,O007066,P0259,2024-07-01,defective
R00660,O007077,P0378,2023-02-06,defective
R00661,O007099,P0189,2023-04-14,not_as_described
R00662,O007116,P0214,2023-12-26,damaged
R00663,O007131,P0376,2023-12-17,wrong_item
R00664,O007149,P0148,2024-10-07,not_as_described
R00665,O007172,P0211,2023-03-19,changed_mind
R00666,O007185,P0188,2023-05-11,not_as_described
R00667,O007189,P0029,2024-01-02,damaged
R00668,O007190,P0122,2023-09-02,changed_mind
R00669,O007211,P0047,2024-08-06,changed_mind
R00670,O007217,P0358,2024-12-07,defective
R00671,O007221,P0321,2023-08-01,not_as_described
R00672,O007247,P0018,2023-06-25,damaged
R00673,O007267,P0416,2024-04-22,defective
R00674,O007270,P0186,2024-04-09,changed_mind
R00675,O007271,P0414,2024-03-23,damaged
R00676,O007275,P0399,2023-09-11,defective
R00677,O007280,P0186,2023-03-26,changed_mind
R00678,O007284,P0251,2023-02-23,wrong_item
R00679,O007290,P0089,2024-06-25,wrong_item
R00680,O007294,P0266,2024-10-06,not_as_described
R00681,O007305,P0190,2024-02-11,defective
R00682,O007307,P0318,2024-02-15,changed_mind
R00683,O007308,P0025,2023-12-05,damaged
R00684,O007327,P0380,2024-06-04,wrong_item
R00685,O007335,P0223,2024-05-23,changed_mind
R00686,O007337,P0493,2023-09-21,defective
R00687,O007343,P0183,2024-05-18,not_as_described
R00688,O007345,P0054,2024-06-08,changed_mind
R00689,O007350,P0164,2024-03-19,not_as_described
R00690,O007352,P0176,2023-04-07,not_as_described
R00691,O007355,P0155,2025-01-12,changed_mind
R00692,O007358,P0454,2024-05-10,changed_mind
R00693,O007365,P0090,2024-12-13,changed_mind
R00694,O007390,P0265,2024-07-21,damaged
R00695,O007392,P0109,2024-05-26,wrong_item
R00696,O007393,P0236,2024-03-30,damaged
R00697,O007406,P0443,2023-04-16,defective
R00698,O007413,P0395,2023-12-17,wrong_item
R00699,O007415,P0196,2025-01-02,wrong_item
R00700,O007418,P0152,2023-08-04,changed_mind
R00701,O007429,P0500,2024-04-29,not_as_described
R00702,O007438,P0313,2023-04-07,changed_mind
R00703,O007441,P0494,2023-09-05,wrong_item
R00704,O007459,P0055,2024-01-20,changed_mind
R00705,O007461,P0285,2024-12-11,changed_mind
R00706,O007464,P0438,2023-04-04,defective
R00707,O007483,P0479,2023-07-09,wrong_item
R00708,O007500,P0184,2023-09-13,wrong_item
R00709,O007502,P0223,2023-07-13,wrong_item
R00710,O007533,P0366,2023-03-09,not_as_described
R00711,O007536,P0319,2023-02-21,damaged
R00712,O007543,P0140,2024-12-11,defective
R00713,O007566,P0226,2023-07-24,defective
R00714,O007599,P0024,2023-04-09,damaged
R00715,O007600,P0182,2024-01-21,changed_mind
R00716,O007601,P0336,2024-04-18,changed_mind
R00717,O007602,P0343,2024-01-23,wrong_item
R00718,O007616,P0106,2023-09-26,defective
R00719,O007635,P0391,2024-09-19,not_as_described
R00720,O007635,P0458,2024-09-14,defective
R00721,O007637,P0343,2024-12-07,defective
R00722,O007662,P0175,2023-09-26,changed_mind
R00723,O007666,P0100,2024-10-01,wrong_item
R00724,O007669,P0022,2023-03-27,wrong_item
R00725,O007672,P0041,2024-12-09,wrong_item
R00726,O007684,P0483,2023-03-14,defective
R00727,O007685,P0206,2023-11-01,wrong_item
R00728,O007686,P0414,2023-01-24,defective
R00729,O007689,P0197,2023-10-21,wrong_item
R00730,O007707,P0192,2024-01-19,defective
R00731,O007737,P0231,2024-02-27,changed_mind
R00732,O007760,P0251,2024-06-11,wrong_item
R00733,O007764,P0421,2024-10-09,defective
R00734,O007765,P0026,2023-02-07,changed_mind
R00735,O007771,P0109,2024-03-25,wrong_item
R00736,O007780,P0204,2024-09-13,defective
R00737,O007785,P0029,2023-11-01,wrong_item
R00738,O007789,P0373,2023-12-31,changed_mind
R00739,O007798,P0338,2023-02-10,defective
R00740,O007802,P0213,2024-12-19,defective
R00741,O007808,P0019,2024-02-04,defective
R00742,O007816,P0013,2024-01-04,wrong_item
R00743,O007822,P0252,2024-08-17,not_as_described
R00744,O007832,P0053,2023-12-19,wrong_item
R00745,O007841,P0145,2024-09-01,defective
R00746,O007849,P0272,2024-08-14,changed_mind
R00747,O007895,P0048,2024-01-07,wrong_item
R00748,O007897,P0372,2023-04-01,damaged
R00749,O007898,P0310,2024-09-18,changed_mind
R00750,O007900,P0003,2024-02-25,changed_mind
R00751,O007904,P0161,2023-08-06,changed_mind
R00752,O007907,P0181,2024-11-28,changed_mind
R00753,O007911,P0500,2023-12-26,changed_mind
R00754,O007939,P0480,2024-09-24,damaged
R00755,O007949,P0438,2024-04-07,changed_mind
R00756,O007956,P0259,2024-05-21,wrong_item
R00757,O007959,P0052,2024-11-06,changed_mind
R00758,O007976,P0174,2023-03-19,defective
R00759,O007977,P0094,2023-03-14,wrong_item
R00760,O007988,P0119,2024-03-16,changed_mind
R00761,O007991,P0295,2023-04-21,not_as_described
R00762,O007997,P0194,2023-11-30,changed_mind
R00763,O008002,P0476,2023-10-17,wrong_item
R00764,O008003,P0411,2023-05-21,damaged
R00765,O008043,P0462,2023-07-04,defective
R00766,O008044,P0414,2024-01-16,changed_mind
R00767,O008053,P0360,2023-05-31,defective
R00768,O008057,P0047,2023-04-08,changed_mind
R00769,O008060,P0229,2023-12-20,changed_mind
R00770,O008062,P0438,2023-10-03,not_as_described
R00771,O008080,P0494,2024-09-29,wrong_item
R00772,O008096,P0443,2024-11-02,defective
R00773,O008107,P0336,2024-01-02,defective
R00774,O008115,P0060,2023-08-04,changed_mind
R00775,O008127,P0210,2024-01-15,not_as_described
R00776,O008134,P0087,2023-10-04,changed_mind
R00777,O008162,P0134,2023-10-22,damaged
R00778,O008169,P0220,2024-07-07,damaged
R00779,O008171,P0371,2023-10-14,wrong_item
R00780,O008187,P0376,2024-03-13,changed_mind
R00781,O008195,P0082,2024-09-19,defective
R00782,O008197,P0371,2024-11-30,defective
R00783,O008202,P0406,2024-03-20,changed_mind
R00784,O008209,P0333,2024-08-05,defective
R00785,O008214,P0099,2024-12-09,changed_mind
R00786,O008221,P0302,2024-09-26,damaged
R00787,O008276,P0105,2024-06-04,not_as_described
R00788,O008279,P0483,2023-06-29,defective
R00789,O008289,P0310,2024-12-13,defective
R00790,O008293,P0175,2024-07-22,defective
R00791,O008305,P0259,2023-02-15,changed_mind
R00792,O008319,P0441,2024-10-12,not_as_described
R00793,O008331,P0106,2023-06-09,not_as_described
R00794,O008336,P0141,2024-11-02,changed_mind
R00795,O008353,P0063,2024-11-22,defective
R00796,O008354,P0239,2024-10-04,not_as_described
R00797,O008359,P0400,2024-03-29,changed_mind
R00798,O008406,P0025,2024-03-10,changed_mind
R00799,O008414,P0262,2024-03-30,defective
R00800,O008415,P0030,2024-11-09,defective
R00801,O008419,P0240,2023-07-04,not_as_described
R00802,O008421,P0008,2024-01-24,defective
R00803,O008441,P0234,2023-11-23,damaged
R00804,O008459,P0083,2024-12-24,changed_mind
R00805,O008481,P0264,2024-08-19,wrong_item
R00806,O008490,P0212,2024-12-29,damaged
R00807,O008493,P0038,2024-04-26,changed_mind
R00808,O008496,P0336,2024-04-14,changed_mind
R00809,O008512,P0176,2023-05-23,defective
R00810,O008541,P0374,2024-12-28,changed_mind
R00811,O008545,P0288,2023-09-09,changed_mind
R00812,O008557,P0137,2024-08-30,damaged
R00813,O008557,P0427,2024-08-27,wrong_item
R00814,O008562,P0143,2024-04-01,defective
R00815,O008577,P0080,2024-06-01,changed_mind
R00816,O008614,P0355,2023-02-08,wrong_item
R00817,O008616,P0412,2024-01-04,damaged
R00818,O008625,P0409,2023-03-09,damaged
R00819,O008631,P0182,2023-03-09,changed_mind
R00820,O008635,P0490,2023-09-24,changed_mind
R00821,O008637,P0211,2024-05-26,changed_mind
R00822,O008660,P0169,2024-04-01,changed_mind
R00823,O008668,P0384,2024-02-21,defective
R00824,O008690,P0324,2023-08-22,wrong_item
R00825,O008701,P0111,2024-03-08,changed_mind
R00826,O008728,P0093,2025-01-01,changed_mind
R00827,O008733,P0282,2023-04-14,defective
R00828,O008735,P0355,2023-01-13,changed_mind
R00829,O008746,P0301,2024-06-08,changed_mind
R00830,O008763,P0431,2023-09-19,wrong_item
R00831,O008770,P0264,2024-04-23,damaged
R00832,O008784,P0014,2023-05-02,defective
R00833,O008804,P0252,2024-07-29,wrong_item
R00834,O008825,P0472,2025-01-17,defective
R00835,O008836,P0243,2024-11-24,changed_mind
R00836,O008839,P0224,2024-06-15,changed_mind
R00837,O008864,P0446,2024-09-16,changed_mind
R00838,O008870,P0437,2024-06-09,defective
R00839,O008872,P0401,2024-02-10,changed_mind
R00840,O008890,P0216,2023-10-09,not_as_described
R00841,O008895,P0436,2024-08-01,changed_mind
R00842,O008901,P0474,2024-09-26,changed_mind
R00843,O008907,P0323,2023-09-24,changed_mind
R00844,O008918,P0229,2024-06-11,changed_mind
R00845,O008925,P0167,2023-10-26,damaged
R00846,O008925,P0292,2023-10-27,defective
R00847,O008931,P0034,2024-06-11,defective
R00848,O008939,P0317,2023-02-08,changed_mind
R00849,O008944,P0359,2024-04-05,defective
R00850,O008951,P0221,2023-06-13,defective
R00851,O008951,P0190,2023-06-24,changed_mind
R00852,O008958,P0064,2024-01-30,not_as_described
R00853,O008962,P0271,2024-12-31,not_as_described
R00854,O008973,P0450,2024-12-30,changed_mind
R00855,O008974,P0338,2024-08-06,defective
R00856,O008987,P0203,2023-08-07,not_as_described
R00857,O008990,P0160,2023-03-18,changed_mind
R00858,O008991,P0440,2023-09-23,defective
R00859,O009016,P0254,2024-08-11,changed_mind
R00860,O009021,P0164,2024-01-16,defective
R00861,O009041,P0042,2023-04-04,defective
R00862,O009043,P0087,2023-07-07,defective
R00863,O009069,P0325,2024-09-23,defective
R00864,O009069,P0255,2024-09-01,changed_mind
R00865,O009071,P0207,2023-12-19,wrong_item
R00866,O009091,P0273,2024-03-06,changed_mind
R00867,O009097,P0227,2023-03-24,wrong_item
R00868,O009103,P0231,2023-05-07,defective
R00869,O009107,P0459,2023-08-09,changed_mind
R00870,O009121,P0469,2023-08-12,changed_mind
R00871,O009134,P0245,2024-01-06,changed_mind
R00872,O009139,P0026,2023-08-17,not_as_described
R00873,O009145,P0063,2024-12-06,defective
R00874,O009154,P0338,2023-12-28,not_as_described
R00875,O009170,P0119,2023-05-10,wrong_item
R00876,O009171,P0315,2023-09-17,changed_mind
R00877,O009178,P0211,2023-01-13,changed_mind
R00878,O009185,P0237,2024-01-17,changed_mind
R00879,O009192,P0105,2023-12-10,not_as_described
R00880,O009197,P0200,2025-01-23,defective
R00881,O009220,P0117,2023-10-20,defective
R00882,O009239,P0037,2024-03-24,changed_mind
R00883,O009247,P0449,2024-10-14,changed_mind
R00884,O009257,P0140,2023-02-17,defective
R00885,O009277,P0063,2023-08-27,not_as_described
R00886,O009304,P0117,2023-02-01,changed_mind
R00887,O009311,P0397,2023-04-22,damaged
R00888,O009315,P0058,2025-01-04,defective
R00889,O009318,P0267,2024-10-10,changed_mind
R00890,O009319,P0395,2023-03-20,defective
R00891,O009331,P0020,2024-05-12,wrong_item
R00892,O009356,P0330,2024-01-03,defective
R00893,O009388,P0087,2024-03-25,wrong_item
R00894,O009389,P0214,2024-04-21,changed_mind
R00895,O009396,P0167,2023-06-22,changed_mind
R00896,O009419,P0164,2024-12-12,wrong_item
R00897,O009421,P0296,2023-07-15,defective
R00898,O009429,P0033,2023-12-31,defective
R00899,O009437,P0226,2024-02-03,changed_mind
R00900,O009448,P0498,2023-12-02,changed_mind
R00901,O009451,P0205,2023-07-09,changed_mind
R00902,O009462,P0471,2023-01-08,wrong_item
R00903,O009463,P0305,2024-03-02,changed_mind
R00904,O009486,P0264,2024-05-17,not_as_described
R00905,O009518,P0347,2024-02-15,defective
R00906,O009519,P0235,2024-05-18,changed_mind
R00907,O009520,P0474,2024-09-28,not_as_described
R00908,O009524,P0411,2023-01-30,changed_mind
R00909,O009548,P0448,2023-10-26,changed_mind
R00910,O009549,P0338,2024-11-28,changed_mind
R00911,O009557,P0330,2023-10-18,wrong_item
R00912,O009572,P0150,2023-04-09,damaged
R00913,O009585,P0288,2023-09-20,changed_mind
R00914,O009608,P0462,2023-05-14,wrong_item
R00915,O009620,P0099,2023-09-04,defective
R00916,O009634,P0289,2024-04-26,not_as_described
R00917,O009637,P0062,2024-01-20,changed_mind
R00918,O009639,P0323,2024-05-13,wrong_item
R00919,O009644,P0037,2023-11-29,defective
R00920,O009657,P0272,2023-11-21,wrong_item
R00921,O009666,P0146,2024-12-01,defective
R00922,O009669,P0002,2024-02-15,defective
R00923,O009670,P0034,2024-04-20,changed_mind
R00924,O009673,P0354,2024-02-25,wrong_item
R00925,O009673,P0177,2024-02-18,wrong_item
R00926,O009684,P0338,2023-11-16,changed_mind
R00927,O009697,P0219,2024-09-09,changed_mind
R00928,O009725,P0281,2024-05-03,changed_mind
R00929,O009725,P0278,2024-04-29,not_as_described
R00930,O009737,P0402,2023-11-17,wrong_item
R00931,O009749,P0124,2024-05-15,changed_mind
R00932,O009760,P0303,2024-12-23,defective
R00933,O009791,P0113,2023-06-23,damaged
R00934,O009794,P0180,2024-04-27,defective
R00935,O009800,P0164,2023-04-21,defective
R00936,O009811,P0012,2025-01-13,not_as_described
R00937,O009813,P0111,2023-10-28,not_as_described
R00938,O009817,P0427,2023-11-17,defective
R00939,O009821,P0412,2023-05-01,changed_mind
R00940,O009827,P0353,2024-06-15,not_as_described
R00941,O009829,P0343,2024-11-21,not_as_described
R00942,O009838,P0396,2023-12-22,damaged
R00943,O009838,P0151,2023-11-26,not_as_described
R00944,O009854,P0376,2024-09-14,damaged
R00945,O009859,P0367,2024-03-12,changed_mind
R00946,O009859,P0431,2024-02-27,defective
R00947,O009859,P0023,2024-02-17,wrong_item
R00948,O009875,P0088,2023-03-05,not_as_described
R00949,O009876,P0113,2024-11-10,defective
R00950,O009876,P0449,2024-11-13,not_as_described
R00951,O009898,P0204,2024-07-26,wrong_item
R00952,O009931,P0452,2024-11-08,damaged
R00953,O009933,P0363,2024-12-08,changed_mind
R00954,O009940,P0182,2023-09-10,changed_mind
R00955,O009947,P0321,2023-07-01,defective
R00956,O009949,P0128,2023-04-24,wrong_item
R00957,O009950,P0091,2024-07-25,wrong_item
R00958,O009958,P0211,2023-08-30,damaged
R00959,O009968,P0269,2023-03-03,changed_mind
R00960,O009981,P0218,2024-04-03,changed_mind
R00961,O009990,P0268,2025-01-18,not_as_described
R00962,O009992,P0405,2023-05-13,defective
R00963,O010016,P0140,2024-06-14,damaged
R00964,O010027,P0168,2023-12-08,wrong_item
R00965,O010034,P0294,2023-09-23,wrong_item
R00966,O010039,P0058,2023-08-11,not_as_described
R00967,O010049,P0183,2024-09-17,defective
R00968,O010059,P0093,2023-04-19,damaged
R00969,O010068,P0344,2023-10-20,changed_mind
R00970,O010089,P0270,2023-01-17,wrong_item
R00971,O010094,P0002,2024-12-29,damaged
R00972,O010099,P0088,2023-08-19,wrong_item
R00973,O010100,P0044,2024-07-20,changed_mind
R00974,O010105,P0410,2023-04-14,not_as_described
R00975,O010111,P0195,2023-08-02,not_as_described
R00976,O010138,P0062,2024-11-08,changed_mind
R00977,O010181,P0106,2025-01-02,defective
R00978,O010189,P0497,2024-04-05,defective
R00979,O010193,P0278,2024-11-12,not_as_described
R00980,O010201,P0475,2024-11-29,wrong_item
R00981,O010222,P0110,2024-02-01,wrong_item
R00982,O010253,P0069,2023-03-30,defective
R00983,O010258,P0061,2023-10-04,defective
R00984,O010264,P0026,2023-02-22,defective
R00985,O010266,P0107,2023-04-06,defective
R00986,O010274,P0340,2024-05-16,damaged
R00987,O010278,P0391,2023-02-22,not_as_described
R00988,O010285,P0428,2023-08-18,defective
R00989,O010309,P0409,2023-09-13,not_as_described
R00990,O010313,P0121,2023-11-24,damaged
R00991,O010324,P0368,2023-10-11,wrong_item
R00992,O010326,P0219,2023-08-04,changed_mind
R00993,O010336,P0029,2024-04-23,changed_mind
R00994,O010338,P0162,2023-05-12,damaged
R00995,O010341,P0085,2024-01-12,wrong_item
R00996,O010356,P0396,2024-10-30,changed_mind
R00997,O010364,P0052,2023-12-21,damaged
R00998,O010373,P0137,2023-09-18,wrong_item
R00999,O010378,P0208,2024-05-02,changed_mind
R01000,O010383,P0348,2024-09-19,not_as_described
R01001,O010394,P0144,2023-08-01,damaged
R01002,O010420,P0490,2024-07-26,not_as_described
R01003,O010434,P0321,2024-06-21,not_as_described
R01004,O010445,P0021,2024-12-23,changed_mind
R01005,O010448,P0144,2024-10-20,changed_mind
R01006,O010456,P0359,2023-09-08,defective
R01007,O010460,P0095,2023-01-15,damaged
R01008,O010460,P0405,2023-01-29,damaged
R01009,O010487,P0295,2023-01-17,changed_mind
R01010,O010489,P0104,2023-09-19,changed_mind
R01011,O010499,P0090,2024-12-19,wrong_item
R01012,O010502,P0399,2023-12-31,defective
R01013,O010504,P0344,2023-03-25,changed_mind
R01014,O010509,P0289,2024-05-10,wrong_item
R01015,O010510,P0244,2023-09-03,damaged
R01016,O010515,P0053,2023-06-11,defective
R01017,O010515,P0323,2023-06-06,damaged
R01018,O010537,P0465,2024-09-07,not_as_described
R01019,O010564,P0272,2023-12-17,not_as_described
R01020,O010565,P0124,2024-09-07,not_as_described
R01021,O010577,P0442,2024-05-16,damaged
R01022,O010580,P0328,2024-04-29,changed_mind
R01023,O010606,P0380,2023-11-21,defective
R01024,O010639,P0230,2024-07-26,defective
R01025,O010644,P0274,2024-08-02,defective
R01026,O010646,P0465,2024-04-08,changed_mind
R01027,O010653,P0378,2023-11-10,wrong_item
R01028,O010664,P0110,2024-02-22,defective
R01029,O010665,P0139,2023-07-27,damaged
R01030,O010670,P0256,2023-02-26,damaged
R01031,O010673,P0468,2023-04-06,changed_mind
R01032,O010694,P0226,2024-09-21,not_as_described
R01033,O010700,P0078,2024-08-17,defective
R01034,O010709,P0277,2024-08-15,defective
R01035,O010710,P0463,2024-01-05,defective
R01036,O010716,P0338,2024-08-13,defective
R01037,O010725,P0223,2023-09-01,changed_mind
R01038,O010727,P0330,2024-03-29,defective
R01039,O010751,P0132,2023-07-08,damaged
R01040,O010754,P0459,2024-11-03,not_as_described
R01041,O010764,P0434,2023-06-19,damaged
R01042,O010768,P0444,2024-03-01,wrong_item
R01043,O010780,P0152,2023-11-07,changed_mind
R01044,O010782,P0053,2024-05-29,not_as_described
R01045,O010787,P0351,2024-07-17,not_as_described
R01046,O010801,P0139,2023-08-01,defective
R01047,O010804,P0292,2024-11-04,not_as_described
R01048,O010816,P0451,2023-09-04,changed_mind
R01049,O010824,P0298,2024-12-25,defective
R01050,O010830,P0468,2023-04-12,defective
R01051,O010841,P0193,2023-09-02,not_as_described
R01052,O010879,P0485,2023-06-30,defective
R01053,O010883,P0448,2023-02-03,defective
R01054,O010896,P0089,2024-08-12,changed_mind
R01055,O010903,P0446,2024-12-17,wrong_item
R01056,O010910,P0243,2024-11-17,damaged
R01057,O010912,P0087,2024-08-28,changed_mind
R01058,O010953,P0423,2024-08-10,changed_mind
R01059,O010970,P0039,2023-08-20,defective
R01060,O010976,P0344,2024-03-24,not_as_described
R01061,O010989,P0274,2023-12-06,changed_mind
R01062,O010995,P0364,2024-03-09,wrong_item
R01063,O011003,P0238,2023-10-01,changed_mind
R01064,O011004,P0253,2024-09-12,changed_mind
R01065,O011012,P0105,2024-06-15,changed_mind
R01066,O011028,P0105,2023-03-24,defective
R01067,O011034,P0350,2023-11-17,changed_mind
R01068,O011050,P0116,2023-06-30,defective
R01069,O011050,P0103,2023-06-17,defective
R01070,O011054,P0278,2024-02-22,defective
R01071,O011082,P0482,2023-07-24,wrong_item
R01072,O011082,P0384,2023-08-16,wrong_item
R01073,O011083,P0051,2024-06-09,changed_mind
R01074,O011084,P0138,2024-07-23,not_as_described
R01075,O011087,P0425,2023-12-17,defective
R01076,O011092,P0402,2023-08-31,defective
R01077,O011106,P0456,2023-07-06,changed_mind
R01078,O011110,P0321,2024-04-21,damaged
R01079,O011119,P0004,2024-09-13,wrong_item
R01080,O011141,P0237,2024-10-13,damaged
R01081,O011142,P0230,2023-11-07,changed_mind
R01082,O011143,P0194,2023-01-08,changed_mind
R01083,O011165,P0316,2023-09-08,changed_mind
R01084,O011174,P0489,2024-05-02,changed_mind
R01085,O011186,P0178,2023-04-19,defective
R01086,O011188,P0084,2024-11-05,changed_mind
R01087,O011200,P0477,2023-04-24,wrong_item
R01088,O011207,P0138,2023-04-25,changed_mind
R01089,O011216,P0280,2024-09-17,defective
R01090,O011218,P0060,2024-08-21,not_as_described
R01091,O011221,P0053,2023-04-22,damaged
R01092,O011230,P0477,2024-05-07,not_as_described
R01093,O011243,P0190,2024-10-19,defective
R01094,O011243,P0368,2024-11-06,damaged
R01095,O011251,P0065,2024-10-26,defective
R01096,O011270,P0344,2023-09-07,defective
R01097,O011278,P0312,2023-05-06,defective
R01098,O011298,P0174,2023-10-22,defective
R01099,O011301,P0426,2023-12-29,defective
R01100,O011309,P0281,2024-11-27,damaged
R01101,O011316,P0493,2023-07-30,defective
R01102,O011317,P0034,2023-12-17,wrong_item
R01103,O011321,P0015,2024-04-11,not_as_described
R01104,O011331,P0089,2023-05-27,wrong_item
R01105,O011334,P0481,2024-07-20,wrong_item
R01106,O011347,P0085,2024-07-12,changed_mind
R01107,O011349,P0051,2024-06-14,defective
R01108,O011352,P0291,2024-09-30,changed_mind
R01109,O011384,P0358,2023-11-23,damaged
R01110,O011387,P0428,2023-10-10,changed_mind
R01111,O011400,P0463,2023-04-09,changed_mind
R01112,O011413,P0328,2024-12-30,changed_mind
R01113,O011442,P0080,2024-07-01,defective
R01114,O011443,P0440,2023-08-26,changed_mind
R01115,O011462,P0393,2023-04-11,defective
R01116,O011462,P0004,2023-03-28,changed_mind
R01117,O011479,P0359,2024-04-04,damaged
R01118,O011485,P0141,2024-09-07,not_as_described
R01119,O011487,P0433,2024-06-01,defective
R01120,O011492,P0044,2023-12-19,changed_mind
R01121,O011497,P0264,2024-12-02,wrong_item
R01122,O011499,P0445,2024-12-31,changed_mind
R01123,O011512,P0341,2024-08-09,changed_mind
R01124,O011512,P0278,2024-08-06,defective
R01125,O011513,P0294,2023-02-05,changed_mind
R01126,O011515,P0331,2024-11-12,defective
R01127,O011519,P0069,2024-07-11,changed_mind
R01128,O011520,P0223,2023-09-19,wrong_item
R01129,O011524,P0381,2023-08-19,changed_mind
R01130,O011526,P0035,2023-10-30,defective
R01131,O011529,P0468,2024-08-12,defective
R01132,O011538,P0162,2023-08-04,changed_mind
R01133,O011572,P0190,2023-06-17,changed_mind
R01134,O011585,P0079,2023-05-02,wrong_item
R01135,O011604,P0139,2023-02-15,changed_mind
R01136,O011605,P0020,2024-01-21,wrong_item
R01137,O011626,P0041,2024-12-28,damaged
R01138,O011634,P0252,2023-02-08,wrong_item
R01139,O011639,P0091,2024-07-22,damaged
R01140,O011650,P0454,2024-02-17,not_as_described
R01141,O011654,P0353,2024-11-24,damaged
R01142,O011670,P0016,2024-12-02,defective
R01143,O011674,P0339,2024-11-19,defective
R01144,O011674,P0178,2024-11-28,wrong_item
R01145,O011675,P0491,2024-10-31,defective
R01146,O011683,P0093,2023-11-13,wrong_item
R01147,O011692,P0314,2024-02-23,defective
R01148,O011696,P0156,2024-07-19,changed_mind
R01149,O011702,P0361,2024-06-06,not_as_described
R01150,O011705,P0247,2024-01-20,damaged
R01151,O011706,P0370,2023-09-17,defective
R01152,O011709,P0094,2024-07-20,not_as_described
R01153,O011715,P0203,2023-08-07,defective
R01154,O011726,P0068,2024-11-13,changed_mind
R01155,O011739,P0461,2023-11-17,changed_mind
R01156,O011764,P0433,2024-06-30,defective
R01157,O011794,P0249,2024-11-18,defective
R01158,O011805,P0348,2024-01-12,defective
R01159,O011812,P0030,2024-02-19,defective
R01160,O011837,P0276,2024-06-30,defective
R01161,O011844,P0340,2025-01-24,changed_mind
R01162,O011858,P0049,2023-08-29,changed_mind
R01163,O011862,P0162,2024-10-17,changed_mind
R01164,O011877,P0186,2024-10-16,defective
