order_id,customer_id,order_date,total,channel,region
O004223,C07800,2024-09-08,426.96,store,West
O004224,C01133,2024-02-06,60.23,store,East
O004225,C00709,2024-04-05,310.37,store,West
O004226,C01013,2024-12-02,416.6,store,West
O004227,C07838,2024-08-09,101.04,store,East
O004228,C01889,2023-09-01,212.89,store,West
O004229,C06740,2024-04-23,95.35,store,East
O004230,C07408,2024-10-05,121.08,store,West
O004231,C03084,2024-06-09,272.33,store,East
O004232,C07518,2024-04-06,349.16,web,East
O004233,C04918,2023-10-28,465.1,store,East
O004234,C06374,2023-09-19,188.85,store,East
O004235,C05569,2024-05-22,167.25,web,North
O004236,C04206,2024-08-22,330.33,web,West
O004237,C05117,2023-08-07,476.26,web,East
O004238,C01951,2024-11-13,133.57,store,East
O004239,C03818,2024-06-24,103.39,referral,West
O004240,C00987,2024-11-29,429.48,web,East
O004241,C01890,2024-06-22,237.44,store,West
O004242,C06942,2023-08-14,245.82,web,West
O004243,C05030,2023-06-20,401.63,store,West
O004244,C04395,2023-08-22,218.86,web,South
O004245,C00931,2024-10-01,342.27,store,East
O004246,C02634,2024-07-19,406.77,store,East
O004247,C01512,2023-06-10,292.93,web,East
O004248,C03026,2024-09-26,140.04,store,East
O004249,C06609,2023-06-30,151.38,web,East
O004250,C04009,2023-11-05,492.63,store,East
O004251,C03589,2024-09-24,415.08,web,South
O004252,C01601,2023-07-08,193.72,web,West
O004253,C06320,2024-01-06,130.23,web,West
O004254,C01023,2023-12-30,176.5,web,East
O004255,C02739,2023-02-25,900.57,referral,West
O004256,C00806,2024-05-20,317.94,referral,South
O004257,C07582,2024-10-08,360.7,referral,East
O004258,C03987,2024-09-05,345.44,web,West
O004259,C05234,2024-08-12,434.63,store,West
O004260,C01498,2024-11-03,494.59,store,East
O004261,C02834,2024-02-27,333.77,store,West
O004262,C05877,2023-12-21,322.1,store,East
O004263,C01013,2024-11-27,100.48,store,West
O004264,C03071,2024-11-21,464.69,web,West
O004265,C07358,2024-02-12,78.21,web,North
O004266,C02588,2024-05-20,354.94,store,North
O004267,C02719,2024-01-10,384.26,web,West
O004268,C03705,2023-02-25,199.5,referral,West
O004269,C06448,2024-01-13,96.6,store,East
O004270,C07868,2023-05-06,241.18,web,North
O004271,C07155,2024-05-08,157.93,store,East
O004272,C01980,2023-06-30,317.27,store,East
O004273,C01547,2023-04-26,65.7,store,West
O004274,C01002,2023-10-14,71.67,store,East
O004275,C02915,2023-08-31,307.77,store,North
O004276,C01989,2023-09-20,112.15,store,West
O004277,C06549,2024-11-11,211.69,store,East
O004278,C03798,2023-05-02,443.74,web,East
O004279,C02256,2024-06-04,61.12,web,West
O004280,C06085,2023-10-16,117.3,web,West
O004281,C05162,2023-01-07,457.36,web,East
O004282,C02390,2024-02-01,221.1,store,North
O004283,C05189,2023-10-17,215.02,web,North
O004284,C00857,2024-09-03,298.97,store,West
O004285,C02256,2024-03-18,247.78,web,West
O004286,C04586,2024-08-22,825.81,store,West
O004287,C02018,2024-03-13,176.52,store,West
O004288,C05312,2023-09-16,118.05,store,East
O004289,C02551,2023-02-24,299.59,store,East
O004290,C02316,2024-10-02,261.83,store,East
O004291,C03089,2023-05-24,211.79,store,East
O004292,C04944,2023-08-03,219.95,store,South
O004293,C06674,2023-05-03,459.65,web,South
O004294,C02822,2023-08-23,407.1,web,West
O004295,C01093,2024-05-21,139.99,referral,East
O004296,C01126,2024-01-09,249.4,web,North
O004297,C04586,2023-08-13,861.88,store,West
O004298,C03707,2023-10-01,283.47,web,North
O004299,C05357,2023-12-17,470.18,store,West
O004300,C06153,2023-03-18,370.17,referral,East
O004301,C05889,2024-02-14,113.19,store,West
O004302,C01936,2024-07-27,229.77,store,West
O004303,C01673,2023-07-16,435.72,store,East
O004304,C01076,2023-05-13,230.45,web,South
O004305,C03227,2024-01-28,279.35,web,South
O004306,C02616,2023-09-02,416.81,store,East
O004307,C04261,2023-09-25,59.04,store,North
O004308,C05302,2023-05-23,84.96,store,West
O004309,C07010,2023-12-07,169.27,referral,West
O004310,C07952,2024-09-20,394.74,store,West
O004311,C00895,2024-01-31,174.26,store,West
O004312,C05711,2024-01-06,236.27,store,East
O004313,C04310,2024-08-28,204.83,store,South
O004314,C03708,2023-07-18,410.13,web,North
O004315,C05492,2023-04-20,323.03,store,West
O004316,C00313,2023-01-24,147.81,web,West
O004317,C01145,2024-07-07,447.5,store,South
O004318,C03797,2023-11-17,54.91,store,West
O004319,C01805,2023-12-03,238.13,referral,East
O004320,C06770,2024-12-13,408.45,web,West
O004321,C05542,2024-12-09,257.0,web,North
O004322,C04121,2023-09-09,176.58,store,East
O004323,C02538,2024-09-19,463.38,store,West
O004324,C00820,2023-05-08,350.64,store,East
O004325,C03304,2024-05-09,293.8,web,West
O004326,C03327,2024-06-20,467.3,web,East
O004327,C00046,2024-01-07,459.07,store,West
O004328,C03358,2024-03-15,205.56,store,North
O004329,C00166,2023-09-14,207.14,store,East
O004330,C07236,2023-10-04,182.32,web,East
O004331,C04281,2024-12-17,177.51,web,East
O004332,C03463,2023-04-04,114.55,store,East
O004333,C06148,2024-03-09,338.34,store,West
O004334,C02546,2024-09-27,184.9,store,East
O004335,C02424,2023-06-03,251.68,store,East
O004336,C05919,2024-03-05,264.48,store,North
O004337,C04946,2024-06-01,351.45,web,East
O004338,C03807,2024-08-29,421.29,store,South
O004339,C03616,2023-03-11,486.04,web,South
O004340,C02857,2024-08-13,247.67,web,South
O004341,C05808,2024-05-23,1009.37,web,West
O004342,C07781,2023-10-10,289.87,store,West
O004343,C05144,2024-01-15,470.45,web,West
O004344,C00747,2023-07-20,392.09,store,West
O004345,C01303,2024-01-11,358.62,web,South
O004346,C01394,2023-01-23,237.97,store,South
O004347,C07356,2024-10-13,186.62,store,South
O004348,C07616,2023-04-07,413.1,referral,East
O004349,C05014,2023-01-18,311.29,web,West
O004350,C04823,2023-08-06,85.17,store,West
O004351,C01547,2023-01-21,245.79,store,West
O004352,C03934,2024-03-10,115.28,store,West
O004353,C01707,2023-12-06,62.41,store,West
O004354,C00891,2023-04-05,496.47,store,West
O004355,C05519,2024-04-26,294.06,web,West
O004356,C05500,2023-11-07,415.58,referral,South
O004357,C04404,2023-11-25,252.64,store,West
O004358,C06241,2023-12-09,335.82,store,South
O004359,C03718,2024-08-02,495.67,store,South
O004360,C04219,2023-06-28,344.55,store,West
O004361,C01372,2023-07-19,123.23,web,West
O004362,C07846,2023-03-15,403.96,web,East
O004363,C01887,2023-04-18,468.21,web,North
O004364,C01070,2024-10-11,195.04,store,West
O004365,C07327,2024-10-24,150.62,store,East
O004366,C07610,2023-07-12,169.15,web,East
O004367,C04069,2024-08-02,125.14,web,North
O004368,C06383,2023-01-12,145.23,web,West
O004369,C01488,2024-09-21,359.82,web,West
O004370,C06816,2024-04-24,215.71,store,East
O004371,C00677,2023-03-20,448.8,store,West
O004372,C02223,2024-03-16,211.39,store,North
O004373,C02164,2024-04-12,463.22,store,East
O004374,C04367,2023-09-08,109.92,referral,South
O004375,C02552,2023-06-12,65.21,store,East
O004376,C01305,2024-06-10,402.33,store,South
O004377,C00304,2023-12-07,395.46,web,West
O004378,C05559,2024-08-04,364.14,store,West
O004379,C06462,2024-02-11,239.64,store,South
O004380,C05016,2024-01-28,139.86,web,East
O004381,C03057,2023-09-11,153.62,store,East
O004382,C02977,2023-01-16,410.48,store,North
O004383,C06566,2024-09-04,473.5,store,West
O004384,C03914,2024-01-22,478.08,web,North
O004385,C02163,2023-10-12,218.52,store,East
O004386,C01977,2023-05-07,343.42,web,East
O004387,C06816,2023-11-11,188.53,store,East
O004388,C01737,2024-03-15,433.9,store,South
O004389,C06157,2023-12-29,316.67,store,North
O004390,C01566,2024-12-12,437.4,store,East
O004391,C04615,2024-02-15,385.74,web,North
O004392,C02316,2023-01-11,160.81,store,East
O004393,C00874,2023-01-26,63.86,store,West
O004394,C04683,2024-04-03,492.43,web,East
O004395,C01936,2024-10-10,254.59,store,West
O004396,C01128,2024-09-13,173.59,web,East
O004397,C01982,2023-08-19,415.28,web,East
O004398,C06966,2023-06-22,127.07,web,South
O004399,C02718,2023-01-01,511.39,web,West
O004400,C07054,2023-04-13,238.66,store,North
O004401,C02075,2024-05-19,106.97,web,North
O004402,C05943,2024-06-18,353.85,store,West
O004403,C00872,2024-09-21,447.4,referral,West
O004404,C06344,2023-12-23,467.94,store,North
O004405,C07221,2024-09-27,300.23,web,North
O004406,C05349,2023-06-10,56.65,store,East
O004407,C00655,2023-03-07,223.93,store,East
O004408,C02341,2023-03-14,297.32,store,West
O004409,C02650,2023-06-28,485.75,store,South
O004410,C00534,2024-05-22,249.84,web,South
O004411,C06307,2023-01-26,208.5,store,West
O004412,C06029,2024-10-23,465.33,store,West
O004413,C01167,2023-12-12,248.68,store,North
O004414,C07608,2023-04-14,480.26,store,South
O004415,C05357,2024-01-13,193.07,store,West
O004416,C00540,2024-04-26,385.54,store,North
O004417,C02845,2024-10-24,429.55,store,West
O004418,C06973,2023-02-25,449.15,web,West
O004419,C03897,2023-09-15,183.67,web,West
O004420,C06871,2024-09-11,492.79,web,West
O004421,C04378,2024-01-11,384.23,store,South
O004422,C02769,2024-12-18,118.14,store,East
O004423,C04149,2023-12-15,391.78,web,West
O004424,C03962,2023-12-06,425.26,web,South
O004425,C03853,2023-03-01,131.97,web,North
O004426,C06712,2023-02-10,126.49,web,West
O004427,C06253,2024-11-05,108.91,store,East
O004428,C06391,2024-08-17,273.17,web,West
O004429,C01972,2023-05-10,372.48,store,North
O004430,C06042,2023-05-25,220.53,store,West
O004431,C06139,2024-02-17,76.17,store,South
O004432,C06728,2023-11-02,211.86,web,East
O004433,C03700,2023-10-23,365.88,store,West
O004434,C06979,2023-03-19,93.97,store,South
O004435,C00266,2024-10-10,300.49,store,West
O004436,C05341,2024-10-29,321.72,web,South
O004437,C06396,2023-09-05,342.94,web,East
O004438,C00930,2023-06-12,205.65,store,North
O004439,C06308,2023-12-24,467.31,web,West
O004440,C04114,2024-10-08,497.74,store,South
O004441,C01312,2024-03-04,426.62,web,East
O004442,C07426,2024-07-19,99.12,store,East
O004443,C06895,2024-04-07,170.56,store,West
O004444,C04889,2023-05-16,140.55,store,North
O004445,C07469,2024-07-22,73.81,store,South
O004446,C00808,2024-12-04,453.3,referral,South
O004447,C01674,2023-06-28,134.72,web,West
O004448,C03817,2024-09-16,219.29,store,East
O004449,C06471,2023-10-22,218.76,web,North
O004450,C06991,2024-02-07,399.73,web,North
O004451,C06381,2024-06-28,251.58,web,North
O004452,C07210,2024-09-16,217.0,store,West
O004453,C06743,2024-06-02,169.36,store,South
O004454,C07359,2023-12-05,287.13,store,East
O004455,C05026,2024-10-02,101.44,store,West
O004456,C03672,2024-08-16,327.71,store,West
O004457,C02824,2024-07-19,420.48,store,West
O004458,C06714,2023-07-03,467.35,referral,East
O004459,C00727,2023-09-10,334.09,web,East
O004460,C04310,2024-06-13,419.88,store,South
O004461,C03882,2024-07-14,151.87,store,West
O004462,C06075,2023-06-12,281.38,store,West
O004463,C06324,2023-12-13,177.77,store,East
O004464,C04751,2023-06-03,499.9,store,West
O004465,C03333,2023-12-22,219.12,web,North
O004466,C02660,2024-08-11,150.41,referral,East
O004467,C06234,2024-08-27,397.44,store,North
O004468,C01059,2024-01-24,256.67,store,West
O004469,C00639,2024-11-10,107.14,web,East
O004470,C07254,2024-10-10,404.79,web,South
O004471,C06618,2023-10-05,267.04,web,East
O004472,C07886,2023-11-24,405.09,store,West
O004473,C00593,2024-07-21,388.04,store,East
O004474,C05787,2023-11-18,306.61,web,South
O004475,C02751,2024-06-11,374.0,web,East
O004476,C00033,2024-04-13,435.34,store,West
O004477,C07848,2024-07-13,251.95,store,South
O004478,C01696,2023-02-10,480.27,store,East
O004479,C07476,2024-10-28,131.87,store,West
O004480,C02712,2024-06-29,486.28,store,West
O004481,C00155,2023-01-29,154.98,web,South
O004482,C00643,2024-10-15,278.15,store,West
O004483,C06092,2024-12-30,261.45,store,East
O004484,C06672,2023-05-11,77.14,store,North
O004485,C05001,2024-04-25,135.94,store,North
O004486,C06953,2024-02-28,423.47,store,South
O004487,C06653,2024-09-27,174.18,web,East
O004488,C03257,2023-03-18,52.89,store,West
O004489,C07845,2024-07-03,421.03,web,West
O004490,C02506,2024-03-07,478.42,store,East
O004491,C04515,2023-03-23,289.46,store,South
O004492,C07548,2024-12-21,318.95,referral,West
O004493,C02931,2023-01-04,100.94,web,North
O004494,C00819,2023-09-30,476.33,web,East
O004495,C02573,2023-05-25,145.41,web,West
O004496,C07302,2023-05-04,297.15,web,East
O004497,C06802,2023-04-11,484.29,store,South
O004498,C01899,2023-06-23,251.45,web,South
O004499,C03230,2024-01-29,91.87,store,East
O004500,C06258,2023-04-19,146.85,web,North
O004501,C02726,2024-08-21,82.15,web,East
O004502,C04631,2024-02-26,231.83,store,East
O004503,C07021,2024-11-10,315.08,store,West
O004504,C04361,2023-11-03,252.06,referral,South
O004505,C03212,2023-03-14,205.0,store,South
O004506,C06110,2023-09-20,124.83,web,West
O004507,C07620,2024-01-07,364.48,store,East
O004508,C05257,2024-01-21,484.21,web,West
O004509,C05355,2023-08-21,198.62,web,West
O004510,C01373,2023-07-07,284.42,web,West
O004511,C04194,2024-08-03,124.3,store,East
O004512,C03608,2023-03-29,83.53,web,West
O004513,C05785,2024-12-16,125.19,store,West
O004514,C01776,2023-06-05,91.47,store,East
O004515,C06119,2024-04-17,327.59,referral,North
O004516,C05698,2023-01-22,344.84,store,West
O004517,C03522,2023-11-04,499.35,store,West
O004518,C03437,2023-05-02,496.28,web,East
O004519,C00201,2024-04-19,248.82,store,West
O004520,C07028,2024-01-18,153.2,store,South
O004521,C00359,2023-08-09,270.76,web,West
O004522,C08000,2024-02-11,453.94,store,North
O004523,C01930,2023-04-30,356.85,store,North
O004524,C02972,2024-11-03,328.57,web,North
O004525,C06760,2023-09-21,363.07,store,West
O004526,C06100,2023-10-16,118.71,web,North
O004527,C04847,2024-10-06,221.57,store,North
O004528,C01392,2024-09-20,136.56,store,North
O004529,C07163,2023-09-21,477.17,store,East
O004530,C07552,2023-12-09,137.56,web,East
O004531,C02322,2023-10-22,131.73,store,West
O004532,C03735,2023-11-24,457.85,web,East
O004533,C06803,2023-06-21,477.12,web,North
O004534,C01117,2023-05-31,370.47,web,East
O004535,C05182,2023-11-20,499.32,store,West
O004536,C05941,2024-02-26,72.68,web,West
O004537,C06757,2023-11-14,373.75,store,East
O004538,C01102,2023-07-05,134.32,store,South
O004539,C06443,2024-06-15,219.38,web,West
O004540,C02826,2024-12-10,182.32,store,East
O004541,C00066,2024-09-16,441.06,store,West
O004542,C03958,2023-12-24,102.83,store,North
O004543,C00413,2024-04-08,189.03,store,East
O004544,C03831,2023-03-14,390.4,store,East
O004545,C01436,2024-08-12,386.72,web,West
O004546,C00605,2024-10-05,293.56,web,East
O004547,C00543,2023-12-20,415.84,store,South
O004548,C05603,2024-05-13,88.21,store,East
O004549,C06933,2024-08-06,52.18,store,East
O004550,C02358,2023-04-19,96.46,web,East
O004551,C03929,2023-04-11,418.23,referral,East
O004552,C00300,2024-10-15,273.07,store,South
O004553,C03840,2024-08-14,222.94,store,West
O004554,C07880,2023-12-29,155.46,store,West
O004555,C00178,2023-11-02,108.42,web,South
O004556,C05525,2023-11-16,310.69,web,East
O004557,C06047,2024-03-17,338.21,web,West
O004558,C00526,2024-09-21,72.48,store,West
O004559,C03690,2024-04-22,82.78,web,South
O004560,C01419,2023-03-13,377.85,web,East
O004561,C04667,2024-07-24,245.84,store,South
O004562,C07773,2024-08-21,192.41,store,West
O004563,C07121,2024-10-13,267.61,store,East
O004564,C01389,2024-07-13,137.74,store,East
O004565,C00414,2023-05-28,61.69,store,East
O004566,C00420,2024-08-30,206.6,web,West
O004567,C03050,2023-06-14,197.08,web,West
O004568,C06380,2024-09-15,231.07,store,West
O004569,C01625,2024-01-04,276.83,web,East
O004570,C01224,2024-01-02,410.03,web,West
O004571,C04300,2023-10-27,457.28,web,East
O004572,C06744,2024-03-23,130.0,store,East
O004573,C04079,2024-08-05,228.91,store,West
O004574,C07697,2023-03-21,60.59,store,North
O004575,C06497,2024-08-27,340.65,store,South
O004576,C02917,2023-08-30,206.66,web,West
O004577,C05516,2024-04-09,244.2,web,East
O004578,C01696,2023-06-02,80.03,store,East
O004579,C04352,2024-02-07,429.42,web,North
O004580,C04145,2023-10-11,379.58,store,East
O004581,C06005,2023-07-02,122.91,store,South
O004582,C02799,2023-11-24,52.6,store,South
O004583,C05763,2023-10-16,102.56,web,West
O004584,C05900,2023-04-27,271.04,web,West
O004585,C02583,2024-04-02,415.41,web,East
O004586,C06707,2023-10-06,373.87,web,East
O004587,C03586,2023-09-01,337.25,store,South
O004588,C07458,2023-06-29,409.5,store,West
O004589,C07487,2024-12-16,280.29,web,North
O004590,C00789,2023-10-03,349.48,store,West
O004591,C04164,2024-02-15,425.69,store,West
O004592,C02761,2024-05-18,299.48,web,West
O004593,C00229,2024-02-01,322.41,web,East
O004594,C02296,2023-01-22,330.01,store,North
O004595,C02317,2024-04-03,468.12,web,East
O004596,C06376,2023-12-05,254.7,store,South
O004597,C06455,2024-08-11,90.75,store,East
O004598,C04346,2024-08-01,441.84,web,South
O004599,C01233,2024-05-04,75.15,store,North
O004600,C06024,2023-05-17,70.76,store,West
O004601,C02296,2024-12-19,137.85,store,North
O004602,C05422,2024-10-12,83.04,web,West
O004603,C01172,2024-01-13,284.8,web,North
O004604,C06613,2023-01-09,444.2,store,South
O004605,C07852,2023-05-29,159.86,web,South
O004606,C07721,2023-02-20,72.55,store,East
O004607,C03550,2024-02-05,163.41,store,North
O004608,C02948,2024-12-07,180.62,store,North
O004609,C05673,2024-11-27,439.63,store,West
O004610,C05655,2023-08-24,345.78,store,East
O004611,C07841,2023-11-30,116.77,referral,East
O004612,C02057,2023-12-10,180.27,store,East
O004613,C00260,2024-10-19,333.46,store,South
O004614,C03843,2023-08-20,73.97,store,North
O004615,C04606,2023-06-29,355.57,store,East
O004616,C00457,2023-02-28,443.42,store,East
O004617,C01215,2024-07-07,440.25,store,West
O004618,C00867,2023-12-27,76.61,store,East
O004619,C05386,2024-11-20,413.81,web,East
O004620,C03258,2023-08-21,275.66,web,East
O004621,C04684,2023-10-15,275.15,web,West
O004622,C06770,2024-01-24,310.24,web,West
O004623,C04033,2023-07-05,233.8,store,South
O004624,C04768,2023-05-23,371.37,store,North
O004625,C01916,2024-04-04,194.96,web,North
O004626,C00905,2024-08-23,386.24,store,East
O004627,C06614,2023-07-09,466.79,web,South
O004628,C00789,2023-10-24,107.68,store,West
O004629,C03630,2023-10-31,250.32,store,East
O004630,C07181,2023-08-25,58.43,web,West
O004631,C02568,2023-06-22,248.22,store,East
O004632,C04689,2023-01-05,246.75,store,South
O004633,C06975,2024-12-02,376.92,store,West
O004634,C02954,2023-05-29,209.5,store,West
O004635,C01007,2024-08-10,449.03,web,East
O004636,C03759,2024-07-24,229.48,store,North
O004637,C00433,2023-06-27,298.67,store,West
O004638,C01531,2023-06-14,166.81,store,West
O004639,C02735,2024-11-02,120.22,web,East
O004640,C03372,2024-11-10,345.95,store,West
O004641,C07444,2024-08-23,239.35,store,East
O004642,C02402,2024-02-11,327.82,web,West
O004643,C01996,2024-01-25,323.89,store,North
O004644,C01352,2024-02-16,270.16,store,East
O004645,C00050,2023-04-09,185.92,store,West
O004646,C04673,2023-09-13,138.58,web,East
O004647,C02028,2024-07-30,132.03,store,North
O004648,C00513,2024-07-27,291.75,store,South
O004649,C00272,2024-12-27,183.51,store,West
O004650,C06555,2023-01-19,301.55,store,West
O004651,C02414,2023-05-13,408.35,referral,West
O004652,C01463,2024-07-15,275.09,store,South
O004653,C04696,2024-03-13,262.04,web,East
O004654,C05694,2024-12-26,477.56,web,West
O004655,C01232,2023-05-29,219.17,store,West
O004656,C06997,2023-07-10,63.38,store,West
O004657,C05150,2023-01-20,446.77,web,South
O004658,C01850,2023-05-27,151.0,store,East
O004659,C05689,2024-05-23,318.84,store,West
O004660,C06159,2023-04-10,471.93,web,North
O004661,C00803,2024-05-24,385.14,store,East
O004662,C00632,2024-01-10,425.23,store,West
O004663,C03136,2024-05-17,240.56,store,West
O004664,C05528,2024-08-17,256.63,store,West
O004665,C06139,2023-06-22,76.74,store,South
O004666,C04892,2023-12-14,350.91,store,East
O004667,C03162,2023-12-07,384.92,web,East
O004668,C00160,2023-09-08,288.34,web,South
O004669,C01268,2024-09-13,433.75,web,West
O004670,C01772,2023-09-22,99.25,store,East
O004671,C07250,2023-05-17,89.59,web,West
O004672,C05161,2023-09-29,108.16,web,East
O004673,C06289,2023-08-30,438.33,store,South
O004674,C07606,2023-07-18,134.08,web,West
O004675,C02708,2023-03-08,82.63,store,East
O004676,C03357,2024-09-25,407.03,store,West
O004677,C03932,2023-04-21,364.07,store,East
O004678,C03791,2023-05-30,121.88,web,South
O004679,C06681,2023-03-30,393.53,store,East
O004680,C04379,2023-04-13,182.47,web,East
O004681,C04108,2023-06-01,63.2,store,West
O004682,C04306,2023-09-06,65.69,store,West
O004683,C04393,2024-04-27,104.51,web,South
O004684,C06316,2023-05-31,418.7,web,South
O004685,C06680,2024-10-23,228.85,store,North
O004686,C01562,2024-03-20,219.95,store,West
O004687,C04721,2023-09-23,406.99,store,East
O004688,C05917,2023-03-02,340.82,store,South
O004689,C03671,2024-12-13,447.04,store,East
O004690,C05161,2023-02-21,61.2,web,East
O004691,C04984,2023-03-04,124.8,store,North
O004692,C00267,2023-06-19,434.22,referral,South
O004693,C05997,2023-05-11,482.23,store,North
O004694,C04577,2024-10-15,182.67,store,West
O004695,C05990,2023-03-10,66.51,store,West
O004696,C03358,2023-06-02,54.92,store,North
O004697,C00964,2023-01-10,63.02,store,West
O004698,C05756,2024-04-05,346.52,web,East
O004699,C04969,2024-06-25,163.26,store,East
O004700,C06964,2023-09-15,216.83,store,West
O004701,C05894,2024-10-10,216.87,store,North
O004702,C01523,2024-06-01,161.51,web,North
O004703,C00578,2024-11-14,130.95,store,West
O004704,C02441,2023-01-05,285.03,web,South
O004705,C06401,2024-04-04,80.78,web,West
O004706,C01435,2024-07-23,256.06,web,West
O004707,C05275,2024-08-14,238.79,store,South
O004708,C03968,2024-08-18,180.77,web,West
O004709,C07563,2024-02-20,86.95,web,South
O004710,C07174,2023-08-24,345.56,store,East
O004711,C04024,2024-08-26,321.0,store,North
O004712,C05806,2023-03-30,383.98,web,West
O004713,C06847,2024-10-28,289.46,store,East
O004714,C05426,2024-01-04,279.91,store,South
O004715,C02227,2023-05-16,159.79,store,South
O004716,C00089,2023-05-02,229.01,store,West
O004717,C01819,2023-04-08,291.24,store,East
O004718,C02948,2024-05-01,83.01,store,North
O004719,C03831,2024-07-02,366.71,store,East
O004720,C04944,2023-03-03,469.08,store,South
O004721,C05917,2023-12-16,486.31,store,South
O004722,C07174,2023-11-25,415.42,store,East
O004723,C05754,2023-09-29,414.17,web,West
O004724,C05612,2023-02-23,124.37,referral,North
O004725,C03895,2023-12-28,197.42,web,East
O004726,C02925,2024-11-02,392.7,web,South
O004727,C04908,2024-01-14,66.77,store,South
O004728,C03703,2023-08-11,87.12,web,West
O004729,C05195,2023-01-18,337.44,store,East
O004730,C04911,2023-07-01,245.44,store,East
O004731,C04176,2024-11-12,357.38,web,South
O004732,C01434,2023-06-12,165.52,web,West
O004733,C00363,2023-12-04,86.48,store,West
O004734,C04680,2023-06-25,423.23,web,West
O004735,C04541,2023-01-17,402.2,store,West
O004736,C03302,2023-08-08,514.29,store,West
O004737,C07039,2023-06-05,446.22,web,North
O004738,C00818,2024-04-28,150.32,web,East
O004739,C00216,2023-05-04,215.22,store,East
O004740,C00726,2024-05-14,159.22,store,South
O004741,C02412,2024-11-16,88.97,referral,South
O004742,C04184,2024-01-25,343.76,referral,East
O004743,C04091,2024-06-26,316.2,store,West
O004744,C04527,2024-12-10,250.06,referral,West
O004745,C04847,2024-05-02,436.99,store,North
O004746,C04150,2024-10-01,272.15,store,West
O004747,C02362,2024-11-11,252.61,store,North
O004748,C03462,2023-04-21,356.66,store,West
O004749,C05771,2023-10-31,66.99,web,East
O004750,C05068,2023-08-29,175.38,web,East
O004751,C04137,2023-12-04,425.15,web,South
O004752,C06251,2024-05-25,108.43,referral,West
O004753,C00041,2023-08-20,418.56,web,North
O004754,C00561,2023-08-10,335.57,web,West
O004755,C03196,2023-07-08,410.53,referral,West
O004756,C06633,2024-12-25,85.13,referral,West
O004757,C07265,2024-05-10,367.44,store,East
O004758,C04574,2023-04-21,400.39,web,West
O004759,C06174,2023-10-09,61.34,web,South
O004760,C06586,2023-06-25,377.34,store,East
O004761,C01233,2024-11-28,269.53,store,North
O004762,C03033,2024-01-24,55.81,referral,East
O004763,C01454,2024-06-22,341.14,web,West
O004764,C03697,2023-10-06,158.67,store,East
O004765,C00552,2024-09-07,484.27,web,West
O004766,C02053,2024-01-17,490.14,store,North
O004767,C06096,2023-06-17,51.38,web,South
O004768,C04547,2023-12-05,110.42,store,East
O004769,C05084,2023-07-18,281.56,referral,South
O004770,C05357,2023-04-08,332.81,store,West
O004771,C03916,2023-03-05,334.62,store,North
O004772,C07748,2024-11-05,374.37,store,West
O004773,C07769,2023-02-07,128.74,store,East
O004774,C02371,2024-09-01,184.94,store,East
O004775,C05842,2023-08-10,292.13,store,East
O004776,C02493,2023-04-07,113.73,web,West
O004777,C03709,2023-08-26,415.1,web,East
O004778,C04372,2023-09-19,403.06,web,East
O004779,C06818,2023-11-17,356.93,web,East
O004780,C05449,2023-10-21,199.51,store,South
O004781,C01724,2024-10-09,311.72,store,South
O004782,C05312,2023-01-18,52.37,store,East
O004783,C04891,2024-07-02,320.01,store,South
O004784,C05591,2024-06-11,72.36,store,West
O004785,C00193,2024-11-28,149.32,referral,East
O004786,C01162,2024-03-12,206.74,store,East
O004787,C07725,2024-06-29,340.48,web,North
O004788,C01531,2023-05-25,158.9,store,West
O004789,C05842,2024-04-14,108.75,store,East
O004790,C03834,2024-11-14,273.39,referral,North
O004791,C05484,2024-12-10,387.87,store,West
O004792,C02674,2024-05-14,225.77,store,West
O004793,C03525,2023-02-10,436.26,store,East
O004794,C06526,2023-07-31,473.57,web,East
O004795,C05593,2024-01-23,371.32,store,North
O004796,C01298,2024-10-07,413.38,store,South
O004797,C07850,2024-02-24,299.38,web,East
O004798,C07219,2024-09-27,309.23,web,West
O004799,C05452,2023-06-01,66.5,store,East
O004800,C01830,2024-07-31,288.88,store,South
O004801,C04421,2024-11-21,287.44,web,North
O004802,C00223,2023-05-13,301.67,web,West
O004803,C05829,2023-08-30,150.88,store,West
O004804,C04633,2024-09-01,224.19,store,West
O004805,C03751,2024-10-19,477.05,referral,East
O004806,C02418,2023-09-01,433.42,store,West
O004807,C03556,2023-05-13,254.06,web,East
O004808,C01044,2024-01-25,238.24,store,West
O004809,C04471,2024-10-30,402.64,web,South
O004810,C03525,2024-08-26,229.13,store,East
O004811,C03164,2023-08-13,320.29,web,South
O004812,C04810,2023-03-02,441.95,store,East
O004813,C00802,2023-07-24,136.97,store,West
O004814,C01010,2024-03-19,383.72,store,East
O004815,C04337,2023-06-26,498.86,store,West
O004816,C00922,2023-08-29,67.15,web,West
O004817,C04125,2023-01-27,63.3,store,East
O004818,C03865,2024-02-21,363.76,store,South
O004819,C00286,2023-02-22,249.79,store,South
O004820,C03046,2024-09-05,132.42,web,South
O004821,C06337,2023-06-22,283.08,store,East
O004822,C00687,2024-06-12,451.04,web,East
O004823,C05729,2024-08-29,285.26,store,West
O004824,C00848,2024-11-15,473.08,store,South
O004825,C07556,2024-09-08,306.31,store,South
O004826,C03796,2024-08-04,133.8,store,North
O004827,C07162,2024-07-11,427.33,web,East
O004828,C05495,2024-08-06,221.04,store,South
